f1 (Return),f2 (Risk),grade_A_pct,grade_B_pct,grade_C_pct,grade_D_pct,method,N,seed,tickers
0.03143,0.027055,0.07,0.03,0.02,0.0,RANDOM,2653,0,"FWDI,FFIN,EXEL,COLL,CALM,MMLP,BWB,FANG,MVST,MKZR,CUE,ORIC,MCHP,MSEX,ESGL,MMTXU,LIF,CRON,AEP,AAPG,MKSI,EVCM,JOUT,IPCX,MDLZ,LNSR,EZPW,HRMY,DNMX,NTWK"
0.029117,0.030414,0.13,0.03,0.02,0.0,RANDOM,2653,0,"FIBK,ANIX,MCBS,EXE,CELC,CLMT,DAKT,BAOS,BTTC,IPEX,PCB,ATCX,AVAH,APOG,MDAI,DXCM,ATRO,AVIR,MAPS,LCCC,GPAC,TW,COST,FSBW,MESO,HBT,CRON,CDXS,GBFH,LPAA"
-0.005448,0.030879,0.03,0.07,0.02,0.0,RANDOM,2653,0,"NATH,NTHI,FFIN,EGBN,PHUN,RCEL,FVCB,PFAI,CATY,DRS,CHRD,BIDU,RAAQ,VCTR,NOVT,CHW,PXS,EXPI,BNKK,FRST,RDAG,LMNR,DSWL,CIGI,CREG,INVZ,FSV,KMB,MCHX,PYXS"
-0.006146,0.031089,0.0,0.01,0.02,0.01,RANDOM,2653,0,"ALCO,RADX,COLAU,POLE,FSEA,BDSX,FLL,MRM,ALRS,BATRK,OVBC,GRAB,GIFT,BOSC,EHLD,OCSL,RCAT,ALLR,PLBC,NCEL,NGEN,HOTH,FAMI,WBD,MDRR,DSGX,MPLT,RIBB,PPIH,NEWT"
-0.017784,0.031536,0.1,0.05,0.01,0.0,RANDOM,2653,0,"CVBF,IDXX,GLMD,FLL,PHAT,NWBI,HSIC,CGON,MMLP,EFSC,BKHA,BACC,SELX,DTST,PANL,MYSE,BTAI,ALMS,NAMS,ARCC,PLUS,CHKP,BANF,BCIC,JOUT,GLIBK,FBNC,FWONK,BIOA,BUUU"
-0.081535,0.03284,0.34,0.06,0.02,0.0,RANDOM,2653,0,"PRME,ADBE,ESLT,LIN,HWKN,PRDO,GEVO,LWAC,LGVN,PLBL,LNKB,DTSQ,GSRFU,JBLU,ATNI,CHAC,LICN,TZOO,AEIS,DYAI,PETZ,FRPT,GCMG,FOSL,OKTA,ASML,KRYS,GWRS,BHRB,RLAY"
-0.088461,0.047361,0.04,0.04,0.01,0.0,RANDOM,2653,0,"LOAN,PIII,COCO,JFIN,CAMP,MMLP,EBAY,MAR,IVA,DTST,HOPE,CASH,LGVN,BEAM,CRAC,OMH,HOFT,HSAI,PLMR,BIVI,GLNG,OBT,AHCO,EPRX,OVID,SVC,LBTYA,LAKE,RDHL,MNRO"
-0.088569,0.047915,0.03,0.07,0.01,0.0,RANDOM,2653,0,"BOLD,VTGN,TWIN,KC,MRM,BLBD,CLMT,MLKN,FATE,ENGN,ALKS,IHRT,KOYN,GPRE,DAVE,DNTH,ABEO,HWBK,BOF,COSM,INVZ,BCBP,COKE,SNES,PPIH,RGEN,IART,KMB,LSTR,CWD"
-0.094309,0.048217,0.08,0.04,0.01,0.01,RANDOM,2653,0,"ACHV,ARBK,CPIX,BMGL,CLLS,BACQ,ABVX,BLZR,CNOB,HQI,AVIR,CPRT,UCTT,GELS,AZN,GANX,MAPS,RCKT,AIRT,BCRX,BANF,AMRN,PROP,ATLX,OMAB,COKE,CHTR,NCPL,LNTH,REPL"
-0.1013,0.049507,0.03,0.01,0.01,0.01,RANDOM,2653,0,"DCX,REBN,EVOX,INTJ,HFBL,LPSN,BNGO,CELH,JL,BCML,DWSN,CNTY,CENN,MXCT,NKTX,IHRT,COHU,MIRA,RCKT,NPAC,LIQT,PSNYW,QUMS,LMRI,COKE,FRD,PALI,OSW,APLM,ERAS"
-0.103134,0.061224,0.2,0.02,0.01,0.01,RANDOM,2653,0,"HLMN,BOXL,GNTX,PSHG,LAES,MELI,EXE,MKZR,CCEP,PMN,FCHL,ORIQU,ANIP,CCBG,FORM,CEPV,LPBB,RCMT,ORIO,KFII,LCFY,MGIH,ELWT,MARPS,DRDB,CRAN,LARK,CLBK,EML,GIG"
