f1 (Return),f2 (Risk),grade_A_pct,grade_B_pct,grade_C_pct,grade_D_pct,method,N,seed,tickers
-2.2747850000000005,6.075216000000002,0.28,0.18,0.08,0.04,NSGA2,884,0,"CSGS,ASND,JLHL,EWCZ,BCAR,LGO,LIND,PAHC,REG,CSX,IBIO,PCVX,IMOS,RBKB,BKR,GO,GNLX,IMXI,DXR,LASR,CCD,NTHI,PSTV,BVS,RDNW,OBIO,MASS,PXLW,IPGP,PIII,NWPX,CUB,EXEL,NCEW,PPTA,ELVN,APA,PERI,ARTV,PSHG,PENN,HURA,VKTX,BDSX,KEQU,CLDX,IBRX,BLFS,GILD,PHUN,ASPS,ASLE,CVKD,PRLD,MDCX,CPIX,KIDS,JAKK,FBGL,GMGI,BLBD,LOCO,RGS,ASMB,MLEC,PGC,USEG,LINE,CCSI,AVT,RCEL,CHDN,ELTX,ASRV,NWBI,AXIN,NXST,DOGZ,PLBY,ALM,LAND,EXC,CLMT,ACFN,PSNY,IMUX,HIND,ARCT,DMLP,HFBL,NMRA,CAMP,IRD,ADSE,PRQR,MITK,CGON,GSM,PTEN,OCGN,GTX,MBIO,LITE,BATRK,PVLA,FTDR,MLAB,ATHE,NN,AUTL,MNY,SEV,BBCP,OVBC,CLYM,ALEC,JL,DRS,IRDM,KDP,RAIL,NOEM,BDMD,CCEC,REGN,ECPG,ATLO,FFIV,NBTX,MATW,CRIS,HAVA,OAKU,AUGO,ANGO,EBAY,ISSC,HBIO,CRBU,ABVX,ESEA,CBUS,MBOT,HWKN,MRVI"
-2.2795210000000004,6.084551000000001,0.28,0.22,0.09,0.04,NSGA2,884,0,"CSGS,ASND,UFCS,EWCZ,BCAR,LGO,LIND,PAHC,REG,CSX,IBIO,PCVX,IMOS,RBKB,BKR,GO,GNLX,IMXI,DXR,LASR,CCD,NTHI,PSTV,BVS,RDNW,OBIO,MASS,PXLW,IPGP,PIII,NWPX,CUB,BMM,KC,NCEW,PPTA,ELVN,APA,PERI,ARTV,FBIO,MEOH,PSHG,PENN,HURA,VKTX,BDSX,KEQU,CLDX,IBRX,SLAB,BLFS,GILD,PHUN,ASPS,ASLE,CVKD,PRLD,CPIX,JAKK,FBGL,GMGI,BLBD,LOCO,RGS,ASMB,MLEC,PGC,KURA,USEG,LINE,CCSI,AVT,RCEL,CHDN,ELTX,ASRV,NWBI,CHCI,AXIN,NXST,DOGZ,PLBY,ALM,CARL,NTWO,EXC,IRMD,FENC,CLMT,DAKT,ACFN,PSNY,IMUX,HIND,ARCT,DMLP,NUVL,FDSB,HFBL,NMRA,LVO,WFCF,IRD,ADSE,PRQR,MITK,CGON,GSM,OCGN,GTX,MBIO,LITE,BATRK,PVLA,FTDR,MLAB,ATHE,NN,AUTL,MNY,SEV,BBCP,OVBC,CLYM,ALEC,JL,DRS,IRDM,KDP,RAIL,NOEM,BDMD,CCEC,REGN,ECPG,ATLO,FFIV,NBTX,MATW,CRIS,HAVA,OAKU,AUGO,ISSC,CRBU,ABVX,ESEA,CBUS,MBOT,HWKN"
-2.283249,6.097855000000001,0.21,0.18,0.08,0.03,NSGA2,884,0,"CSGS,ASND,JLHL,EWCZ,BCAR,LGO,LIND,PAHC,REG,CSX,IBIO,PCVX,IMOS,RBKB,BKR,GO,GNLX,IMXI,DXR,LASR,CCD,NTHI,PSTV,BVS,RDNW,OBIO,MASS,PXLW,IPGP,PIII,NWPX,CUB,FMAO,NCEW,PPTA,ELVN,APA,PERI,ARTV,CDIO,FBIO,MEOH,PSHG,PENN,HURA,VKTX,BDSX,KEQU,CLDX,IBRX,BLFS,GILD,PHUN,ASPS,ASLE,CVKD,PRLD,MDCX,CPIX,KIDS,JAKK,FBGL,GMGI,BLBD,LOCO,RGS,ASMB,MLEC,PGC,USEG,LINE,CCSI,AVT,RCEL,CHDN,ELTX,ASRV,NWBI,AXIN,NXST,DOGZ,PLBY,ALM,LAND,EXC,CLMT,ACFN,PSNY,IMUX,HIND,ARCT,DMLP,HFBL,NMRA,CAMP,IRD,ADSE,PRQR,MITK,CGON,GSM,PTEN,OCGN,GTX,MBIO,LITE,BATRK,PVLA,FTDR,MLAB,ATHE,NN,AUTL,MNY,SEV,BBCP,OVBC,CLYM,ALEC,JL,FANG,ECPG,ATLO,FFIV,NBTX,MATW,CRIS,HAVA,OAKU,AUGO,ANGO,EBAY,ISSC,HBIO,CRBU,ABVX,ESEA,CBUS,MBOT,HWKN,MRVI"
-2.294119,6.099893000000002,0.21,0.18,0.08,0.04,NSGA2,884,0,"CSGS,ASND,UFCS,JLHL,EWCZ,BCAR,LGO,ACHV,LIND,PAHC,REG,CSX,IBIO,PCVX,IMOS,RBKB,BKR,GO,GNLX,IMXI,DXR,LASR,CCD,NTHI,PSTV,BVS,RDNW,OBIO,MASS,PXLW,IPGP,PIII,NWPX,CUB,FMAO,NCEW,PPTA,ELVN,APA,PERI,ARTV,CDIO,FBIO,MEOH,PSHG,PENN,HURA,VKTX,BDSX,KEQU,CLDX,IBRX,BLFS,GILD,PHUN,ASPS,ASLE,CVKD,PRLD,MDCX,CPIX,KIDS,JAKK,FBGL,GMGI,BLBD,LOCO,RGS,ASMB,MLEC,PGC,USEG,LINE,CCSI,AVT,RCEL,CHDN,ELTX,ASRV,NWBI,AXIN,NXST,DOGZ,PLBY,ALM,LAND,EXC,CLMT,ACFN,PSNY,IMUX,HIND,ARCT,DMLP,HFBL,NMRA,CAMP,IRD,ADSE,PRQR,MITK,CGON,GSM,PTEN,OCGN,GTX,MBIO,LITE,BATRK,PVLA,FTDR,MLAB,ATHE,NN,AUTL,MNY,SEV,BBCP,CLYM,ALEC,JL,FANG,MBBC,ECPG,ATLO,FFIV,NBTX,MATW,CRIS,HAVA,OAKU,AUGO,ANGO,EBAY,ISSC,HBIO,CRBU,ABVX,ESEA,CBUS,MBOT,HWKN,MRVI"
-2.30183,6.108381000000001,0.28,0.21,0.08,0.03,NSGA2,884,0,"CSGS,ASND,JLHL,EWCZ,BCAR,LGO,LIND,PAHC,REG,CSX,IBIO,PCVX,IMOS,RBKB,BKR,GO,IMXI,LASR,NTHI,PSTV,BVS,RDNW,OBIO,HDSN,PXLW,IPGP,PIII,NWPX,CUB,NCEW,PPTA,APA,PERI,ARTV,PSHG,PENN,HURA,VKTX,BDSX,KEQU,CLDX,IBRX,SLAB,BLFS,GILD,PHUN,ASPS,ASLE,CVKD,PRLD,CPIX,JAKK,FBGL,GMGI,BLBD,LOCO,RGS,ASMB,MLEC,PGC,KURA,USEG,LINE,CCSI,AVT,RCEL,CHDN,ELTX,ASRV,NWBI,CHCI,AXIN,NXST,DOGZ,PLBY,ALM,NTWO,EXC,IRMD,FENC,CLMT,ACFN,OTGA,PSNY,IMUX,HIND,ARCT,HFBL,KLTO,NMRA,CAMP,IRD,ADSE,PRQR,MITK,CGON,GSM,OCGN,GTX,MBIO,LITE,BATRK,PVLA,FTDR,MLAB,ATHE,NN,AUTL,MNY,SEV,BBCP,OVBC,CLYM,ALEC,JL,DRS,IRDM,KDP,RAIL,NOEM,BDMD,CCEC,REGN,ECPG,ATLO,FFIV,NBTX,MATW,CRIS,HAVA,OAKU,AUGO,ANGO,EBAY,ISSC,HBIO,CRBU,ABVX,ESEA,CBUS,MBOT,HWKN,MRVI"
-2.3119500000000004,6.11043,0.2,0.23,0.08,0.03,NSGA2,884,0,"CSGS,ASND,JLHL,EWCZ,BCAR,PAA,LGO,LIND,PAHC,REG,CSX,IBIO,PCVX,IMOS,RBKB,BKR,GO,GNLX,IMXI,LASR,CCD,NTHI,PSTV,BVS,RDNW,OBIO,MASS,HDSN,PXLW,IPGP,PIII,CUB,NCEW,PPTA,GLOO,ELVN,APA,PERI,ARTV,CDIO,FBIO,MEOH,PSHG,PENN,HURA,VKTX,BDSX,KEQU,CLDX,IBRX,SLAB,BLFS,GILD,PHUN,ASPS,ASLE,CVKD,PRLD,CPIX,JAKK,FBGL,GMGI,BLBD,LOCO,RGS,ASMB,MLEC,PGC,KURA,USEG,LINE,CCSI,AVT,RCEL,CHDN,ELTX,ASRV,NWBI,CHCI,AXIN,NXST,DOGZ,PLBY,ALM,NTWO,EXC,IRMD,FENC,CLMT,DAKT,ACFN,PSNY,IMUX,HIND,ARCT,DMLP,HFBL,NMRA,CAMP,IRD,ADSE,PRQR,MITK,CGON,GSM,PTEN,OCGN,GTX,MBIO,LITE,BATRK,PVLA,FTDR,MLAB,ATHE,NN,AUTL,MNY,SEV,OVBC,CLYM,ALEC,JL,FANG,RAIL,ECPG,JBSS,CHRD,FFIV,NBTX,MATW,CRIS,HAVA,OAKU,AUGO,ISSC,HBIO,CRBU,ABVX,ESEA,CBUS,MBOT,HWKN,MRVI"
-2.318327,6.110642000000002,0.27,0.2,0.07,0.04,NSGA2,884,0,"CSGS,ASND,JLHL,EWCZ,BCAR,PAA,LGO,LIND,PAHC,REG,CSX,IBIO,PCVX,IMOS,RBKB,BKR,GO,GNLX,IMXI,DXR,LASR,CCD,NTHI,PSTV,BVS,RDNW,OBIO,MASS,PXLW,IPGP,PIII,AUDC,CUB,BMM,KC,NCEW,PPTA,ELVN,APA,PERI,ARTV,CDIO,FBIO,MEOH,PSHG,PENN,HURA,VKTX,BDSX,KEQU,CLDX,BLFS,GILD,PHUN,ASPS,ASLE,CVKD,PRLD,MDCX,CPIX,FBGL,GMGI,BLBD,LOCO,RGS,ASMB,MLEC,PGC,LINE,CCSI,AVT,ELTX,ASRV,NWBI,KMDA,AXIN,ASPC,NXST,ALM,EXC,CLMT,DAKT,ACFN,PSNY,IMUX,HIND,ARCT,DMLP,HFBL,NMRA,CAMP,IRD,ADSE,PRQR,MITK,CGON,GSM,PTEN,OCGN,GTX,MBIO,LITE,BATRK,PVLA,FTDR,MLAB,ATRA,ATHE,NN,AUTL,MNY,SEV,BBCP,OVBC,CLYM,ALEC,JL,DRS,IRDM,KDP,RAIL,NOEM,BDMD,CCEC,REGN,ECPG,APGE,ATLO,CHRD,FFIV,NBTX,CRIS,HAVA,OAKU,AUGO,ISSC,HBIO,CRBU,ABVX,ESEA,CBUS,MBOT,HWKN,MRVI"
-2.334167,6.117539000000002,0.36,0.22,0.08,0.04,NSGA2,884,0,"CSGS,ASND,UFCS,JLHL,EWCZ,BCAR,LGO,LIND,PAHC,APPF,REG,CSX,IBIO,PCVX,IMOS,RBKB,BKR,GO,GNLX,IMXI,DXR,LASR,CCD,NTHI,PSTV,BVS,RDNW,OBIO,MASS,PXLW,IPGP,PIII,AUDC,CUB,BMM,KC,NCEW,PPTA,ELVN,APA,PERI,ARTV,CDIO,FBIO,MEOH,PSHG,PENN,HURA,VKTX,BDSX,KEQU,CLDX,BLFS,GILD,PHUN,ASPS,ASLE,CVKD,PRLD,MDCX,CPIX,FBGL,GMGI,BLBD,LOCO,RGS,ASMB,MLEC,PGC,LINE,CCSI,AVT,ELTX,ASRV,NWBI,KMDA,AXIN,ASPC,NXST,ALM,EXC,CLMT,DAKT,ACFN,PSNY,IMUX,HIND,ARCT,DMLP,HFBL,NMRA,CAMP,IRD,ADSE,PRQR,MITK,CGON,GSM,PTEN,OCGN,GTX,MBIO,LITE,BATRK,PVLA,FTDR,MLAB,ATRA,ATHE,NN,AUTL,MNY,SEV,BBCP,OVBC,CLYM,ALEC,JL,DRS,IRDM,KDP,RAIL,NOEM,BDMD,CCEC,REGN,ECPG,APGE,ATLO,CHRD,FFIV,NBTX,CRIS,DRTS,HAVA,OAKU,AUGO,ANGO,EBAY,ISSC,LIN,HBIO,CRBU,ABVX,ESEA,CBUS,MAR,MBOT,HWKN,MRVI"
-2.3411530000000003,6.121653000000001,0.28,0.22,0.08,0.04,NSGA2,884,0,"CSGS,ASND,JLHL,EWCZ,BCAR,LGO,LIND,PAHC,REG,CSX,IBIO,PCVX,IMOS,RBKB,BKR,GO,GNLX,IMXI,DXR,LASR,CCD,NTHI,PSTV,BVS,RDNW,OBIO,MASS,PXLW,IPGP,PIII,NWPX,CUB,BMM,KC,NCEW,PPTA,ELVN,APA,PERI,ARTV,FBIO,MEOH,PSHG,PENN,HURA,VKTX,BDSX,KEQU,CLDX,IBRX,SLAB,BLFS,GILD,PHUN,ASPS,ASLE,CVKD,PRLD,CPIX,JAKK,FBGL,GMGI,BLBD,LOCO,RGS,ASMB,MLEC,PGC,KURA,USEG,LINE,CCSI,AVT,RCEL,CHDN,ELTX,ASRV,NWBI,CHCI,AXIN,NXST,DOGZ,PLBY,ALM,NTWO,EXC,IRMD,FENC,CLMT,ACFN,OTGA,PSNY,IMUX,HIND,ARCT,HFBL,KLTO,NMRA,CAMP,IRD,ADSE,PRQR,MITK,CGON,GSM,OCGN,GTX,MBIO,LITE,BATRK,PVLA,FTDR,MLAB,ATHE,NN,AUTL,MNY,SEV,BBCP,OVBC,CLYM,ALEC,JL,DRS,IRDM,KDP,RAIL,NOEM,BDMD,CCEC,REGN,ECPG,ATLO,FFIV,NBTX,MATW,CRIS,HAVA,OAKU,AUGO,ANGO,EBAY,ISSC,HBIO,CRBU,ABVX,ESEA,CBUS,MBOT,HWKN,MRVI"
-2.3538170000000003,6.122112000000001,0.27,0.19,0.08,0.04,NSGA2,884,0,"CSGS,ASND,JLHL,EWCZ,BCAR,PAA,LGO,LIND,PAHC,REG,CSX,IBIO,PCVX,IMOS,RBKB,BKR,GO,GNLX,IMXI,DXR,LASR,CCD,NTHI,PSTV,BVS,RDNW,OBIO,MASS,PXLW,IPGP,PIII,NWPX,CUB,FMAO,NCEW,PPTA,ELVN,APA,PERI,ARTV,CDIO,FBIO,MEOH,PSHG,PENN,HURA,VKTX,BDSX,KEQU,CLDX,IBRX,BLFS,GILD,PHUN,ASPS,ASLE,CVKD,PRLD,MDCX,CPIX,RCON,KIDS,JAKK,FBGL,GMGI,BLBD,LOCO,RGS,ASMB,MLEC,PGC,LINE,CCSI,AVT,ELTX,ASRV,NWBI,KMDA,AXIN,ASPC,NXST,ALM,EXC,CLMT,DAKT,ACFN,PSNY,IMUX,HIND,ARCT,DMLP,HFBL,NMRA,CAMP,IRD,ADSE,PRQR,MITK,CGON,GSM,PTEN,OCGN,GTX,MBIO,LITE,BATRK,PVLA,FTDR,MLAB,ATHE,NN,AUTL,MNY,SEV,BBCP,OVBC,CLYM,ALEC,JL,DRS,IRDM,KDP,RAIL,NOEM,BDMD,CCEC,REGN,ECPG,ATLO,CHRD,FFIV,NBTX,CRIS,HAVA,OAKU,AUGO,ISSC,HBIO,CRBU,ABVX,ESEA,CBUS,MBOT,HWKN,MRVI"
