f1 (Return),f2 (Risk),grade_A_pct,grade_B_pct,grade_C_pct,grade_D_pct,method,N,seed,tickers
-0.505999,5.642741,0.14,0.03,0.03,0.01,RANDOM,884,0,"CVBF,NHTC,ACRS,MSBI,AUDC,ODFL,POLE,GLSI,EXOZ,ICFI,GMGI,BLBD,PGC,ILAG,ATRC,HAVAU,HTBK,OS,EVAX,LFUS,CHEC,MLAB,CVV,ESCA,TILE,MDLN,ESLT,ALTI,INVE,MRVI"
-0.543305,5.646823,0.14,0.05,0.01,0.01,RANDOM,884,0,"NXXT,FWDI,CRAI,DCBO,KFFB,AXGN,JKHY,SATS,BTBD,BPOP,AGNC,ARTV,EXOZ,LAES,GMGI,NTRA,BTBT,BNTX,PROF,ADSE,LITE,BATRK,CHEC,BSBK,OCS,MDXH,ECPG,CHRD,LOKV,PGNY"
-0.571976,5.650065,0.05,0.03,0.01,0.01,RANDOM,884,0,"PAHC,CGCT,PMCB,FFBC,ETS,QQQX,SWKH,MBCN,AQST,MSBI,EDAP,PLUG,DKNG,UCAR,PPTA,APA,FBIO,CHSN,GMGI,GMAB,GILT,BNTX,AEBI,IPHA,EXLS,ASO,DRTS,ISSC,BACC,MAR"
-0.576412,5.655768,0.06,0.02,0.01,0.01,RANDOM,884,0,"PAA,NWE,CRAQ,PODC,CLFD,PSTV,PENN,FSEA,LOGI,ACGL,GMGI,PANW,ASPC,FENC,OTGA,ARCT,ORLY,AEBI,GCL,CARE,DFLI,NNDM,REAL,QNRX,IRDM,TILE,HTZ,NTAP,IFRX,CING"
-0.624419,5.657422,0.09,0.02,0.02,0.01,RANDOM,884,0,"LHAI,ASND,HON,ERII,PXLW,CSPI,PFG,CUB,PERI,GPCR,CUPR,PENG,DLTR,ONB,GMGI,HBCP,NMRA,IRD,BATRK,GAIA,FANG,EMBC,RAIL,CCEC,APGE,QTRX,ANGO,MKZR,AVNW,MBOT"
-0.626425,5.669988,0.04,0.02,0.01,0.02,RANDOM,884,0,"BKR,HBAN,IMXI,DXR,JKHY,BTBD,BMRC,NCEW,ODFL,HKPD,CTW,GMGI,IBAC,PGC,CZWI,ASRV,NSPR,CNXN,FRAF,BNGO,IMVT,ADAG,HTCO,VRA,MBBC,OWLS,LMFA,AUGO,LBTYB,MRVI"
-0.642705,5.686094,0.01,0.03,0.01,0.01,RANDOM,884,0,"LGO,RXST,CAPS,DAIC,KNSA,NTHI,ANIX,FKWL,ELVN,FBIO,AIRS,VKTX,BDSX,KINS,GMGI,ILAG,BTBT,HAVAU,IZEA,IRD,MITK,BCPC,CELH,IPHA,IMG,JL,ATLO,AVNW,AVBP,MBOT"
-0.654456,5.690731,0.05,0.04,0.01,0.01,RANDOM,884,0,"PRME,AUID,PMCB,IMXI,CLPT,EXEL,GLOO,CYCU,GILD,NSIT,MDCX,GMGI,HERE,NWBI,CHCI,NXST,ACFN,OS,PACH,GERN,FGBI,LFUS,MPAA,SHMD,CISO,OCS,BDMD,HDL,DRTS,HAVA"
-0.66597,5.704028,0.05,0.02,0.02,0.01,RANDOM,884,0,"ASND,UFCS,EWCZ,PAHC,EHGO,ETS,MSBI,KC,ARTV,MEOH,BDSX,CHSN,NSIT,JAKK,GMGI,CZWI,LXEH,ASRV,FDSB,OS,CAMP,CMPX,QSEA,SHMD,MDXH,ATOM,HDL,CFBK,INVE,AVAV"
-0.677869,5.709795,0.11,0.04,0.01,0.01,RANDOM,884,0,"AMRX,NTNX,APPF,BZFD,CTXR,CRNX,GNLN,OMCL,EXEL,CDIO,COLAU,GMGI,CMCO,NTRA,EXC,LAFA,BBIO,NMRA,DRUG,CARE,LITE,GPAT,SEV,KPLT,ELTK,BLRX,DRTS,MNDR,HWKN,MRVI"
-0.693407,5.715413,0.05,0.02,0.01,0.01,RANDOM,884,0,"ALCO,CAPS,OSPN,PODC,BMM,FBIO,FINW,HURA,ADXN,GMGI,ARLP,NTCL,NTRA,DOGZ,IRMD,IZEA,HIND,LZ,FRGT,GCT,ORIS,GYRO,LRCX,AMSC,CLYM,AMTX,JL,LAFAU,DRS,ANGO"
-0.720365,5.724561,0.02,0.01,0.03,0.01,RANDOM,884,0,"JLHL,CTXR,AMSF,RBKB,JJSF,CLPT,HDSN,PIII,FFIN,AGNC,BMM,BYSI,CDIO,GMGI,ASRV,DOGZ,RRBI,HTBK,HSIC,DMLP,PFAI,DDOG,BSBK,CTRN,CLAR,RAIL,OWLS,LCNB,MMTX,PRTH"
-0.753773,5.785535,0.13,0.05,0.01,0.02,RANDOM,884,0,"ASND,NBN,PAHC,AXSM,BNRG,FIBK,DXR,EMAT,PPBT,IPGP,MRCC,FCEL,CDIO,VKTX,JAKK,REBN,GMGI,NTCL,DOGZ,AMAL,FNWD,NEO,POM,ICUI,TILE,BDMD,REGN,MTEX,ABVX,CBUS"
