f1 (Return),f2 (Risk),grade_A_pct,grade_B_pct,grade_C_pct,grade_D_pct,method,N,seed,tickers
-0.50132,0.785728,0.44,0.07,0.02,0.01,RANDOM,1768,29,"PAHC,DXR,PODC,HXHX,BKNG,BOXL,FDBC,PCAR,FOFO,IRD,PVLA,RXT,FMNB,HWKN,DWSN,NCI,CURX,ABUS,INAC,SBFG,AIFU,HALO,LBTYK,RIGL,LGHL,ACHC,ELVR,MIDD,DNTH,CRUS"
-0.422995,0.762671,0.03,0.01,0.02,0.01,RANDOM,1768,2,"JLHL,NHTC,FTRK,AGNC,HURA,MDCX,FBGL,AVT,ADAG,ATHE,CTRN,CLAR,KDP,LGIH,RDCM,NCI,MAMA,FATBB,RIME,BOOM,NTLA,LDWY,PWP,QETA,ERIE,ARRY,GLBS,PEBK,MVIS,AACB"
-0.41823,0.729378,0.0,0.04,0.01,0.0,RANDOM,1768,4,"AMSF,BDSX,KINS,FBGL,GILT,CCRN,CLLS,PSNY,BATRK,ONMD,RXT,BDMD,CRIS,AUGO,OYSE,NOVT,RIME,CSWC,ENTA,OM,PANL,LBTYK,ACOG,RENT,PLAY,ORIO,ENVB,DFTX,ALZN,LWAY"
-0.394837,0.509024,0.18,0.02,0.01,0.0,RANDOM,1768,12,"MEGL,ARGX,IQST,RBKB,GEG,HURA,NISN,PDYN,IMUX,MBIO,LIEN,EVLV,FANG,ATOM,ESLT,CAAS,ISSC,NCI,CCG,ROAD,AIFU,FNWB,GSAT,GANX,LPBBU,EYE,ELVR,LCCC,ENTG,PDC"
-0.38242,0.46844,0.19,0.08,0.01,0.01,RANDOM,1768,16,"BRCB,BZFD,CTXR,BTBD,CDIO,MELI,CHAR,WFCF,AQMS,BOKF,RXT,QTI,TILE,BDMD,JBSS,CBUS,LGND,ECBK,CAPR,INOD,GOOD,PXS,ARTL,UCTT,LX,CEPV,CRUS,RYET,TW,BELFA"
-0.375264,0.463322,0.01,0.02,0.01,0.0,RANDOM,1768,19,"CVBF,INDI,ETS,GEG,ARTV,CDIO,KINS,ASMB,NWBI,HIND,PACH,BZAI,GCT,CMPX,MITK,CGTX,RDWR,CBUS,KLTR,ACT,MRVL,NCI,JCAP,AGIO,HTOO,RENT,GALT,NESR,NPAC,CTLP"
-0.361257,0.295943,0.05,0.06,0.03,0.01,RANDOM,1768,7,"BMRN,FIBK,MASS,FFIN,APP,PPTA,CDIO,HURA,INTR,PRLD,CWBC,OMDA,HBCP,ACFN,FRAF,LPSN,VSAT,GLTO,ATAT,HERZ,FATBB,LBRDK,GNPX,BRLS,GSBC,AAON,EYE,BATRA,PATK,NVEC"
-0.356528,0.264896,0.01,0.04,0.01,0.0,RANDOM,1768,5,"NBP,EHGO,GO,NTHI,MNTK,CDIO,FGL,HURA,FAT,IMVT,NVVE,BDMD,CBUS,FIEE,JAGX,DLO,CELU,MRBK,AMPG,BANR,FORM,HSAI,CCIX,ELVR,ENTG,MIDD,NWGL,GTIM,NHIC,DTCX"
-0.331407,0.223156,0.03,0.04,0.01,0.01,RANDOM,1768,27,"FLGT,ANIX,NCEW,ODFL,DLTR,PHUN,CETY,FBGL,MLEC,CHDN,ALRS,PVLA,ONMD,PUBM,LIEN,ATOM,FIEE,AVTX,JMSB,IMMX,AIXI,CMMB,PMN,AYTU,PULM,DAVE,GGR,EGHT,BAER,NDLS"
-0.322839,0.213035,0.07,0.04,0.01,0.0,RANDOM,1768,12,"ALCO,RBNE,CDIO,CHSN,MLEC,KURA,EXE,MDGL,APM,JFIN,IRD,CTRM,EMBC,AKBA,LNZA,NBTX,AUGO,CAKE,JANX,GP,VSEE,PLXS,BCAB,BCTX,MSAI,LULU,IHRT,NVCR,FSLY,ONDS"
-0.305844,0.205764,0.12,0.03,0.01,0.01,RANDOM,1768,23,"DNLI,HMR,EDAP,PAVM,EXEL,CDIO,PENN,MPWR,MLEC,USEG,ADSE,FTDR,HQY,NRC,ITRI,HTCR,PMVP,MAMA,CMMB,MGPI,FATBB,GRAB,BEAM,AEHR,BTCT,BNKK,INO,OTLK,HYPD,KPTI"
-0.294981,0.18998,0.07,0.04,0.04,0.01,RANDOM,1768,24,"JLHL,AUID,IPGP,DFDV,CDIO,FBIO,ASLE,DRUG,ICUI,AMSC,AKBA,MDLN,AMAT,AVAV,IMMX,APOG,DRDBU,GOOD,PLCE,PMN,CZR,AEHR,HOFT,ITIC,HBNB,EDSA,EM,RKDA,KOSS,RGTI"
-0.287846,0.188212,0.01,0.01,0.03,0.01,RANDOM,1768,19,"NBN,CDIO,HEPS,BDSX,CTW,JAKK,REBN,CHCI,CALM,FENC,DRUG,FLNT,RLMD,ASTC,LIXT,FATBB,CODA,EYPT,OMER,FSLY,NTRS,ALXO,INO,MAPS,PLSE,FUNC,MYNZ,CLRO,JRSH,ASRT"
-0.283825,0.154847,0.0,0.04,0.01,0.01,RANDOM,1768,20,"BVS,VRCA,ARTV,PBFS,CLDX,PRLD,CARL,AMKR,ADAG,HTCO,ANGO,PRCH,HWKN,ACT,PRTS,BGLC,CURX,IGIC,OFLX,ACLX,EYPT,GRCE,KRNY,DOMH,EDSA,LCCC,CCCC,ESOA,PDC,ABEO"
-0.265863,0.141487,0.01,0.02,0.02,0.01,RANDOM,1768,16,"CRAQ,NRIX,CDIO,ASPS,IBAC,CHCI,ALM,PSNY,NMRA,CAMP,MITK,CGON,MMLP,MGIC,MNY,NNNN,FRME,NRDS,MDAI,BTM,DXCM,EYPT,FCHL,LGCB,EVO,RDVT,FRST,RCKT,PROK,CPSH"
-0.251791,0.13047,0.1,0.01,0.01,0.0,RANDOM,1768,22,"JLHL,PSTV,CHSN,PRLD,FBGL,CAI,LESL,IAC,BNTX,WFCF,DFLI,IPHA,JL,ATOM,MAR,AVBP,GABC,VSEE,FATBB,CELZ,EBMT,IDYA,ABOS,ACOG,GSRFU,BWMN,HBNB,UTHR,ICCC,ALLO"
-0.243114,0.129304,0.05,0.06,0.01,0.0,RANDOM,1768,29,"JLHL,BRKR,CCD,IPGP,GEG,CDIO,AXIN,NTWO,IZEA,LVO,CAMP,DFLI,CATY,MBIN,FMST,ACT,VSEE,GIFT,GTERA,GMHS,EDIT,KVHI,ACOG,FORM,PLAB,KOD,UTHR,BCAX,NSSC,MCRI"
-0.235436,0.125276,0.04,0.04,0.01,0.01,RANDOM,1768,29,"LFWD,IBIO,OTLY,QQQX,PLMK,CDIO,RGS,ATRC,BCAL,HIND,IRD,DDOG,BOKF,CRWS,AKTX,ASO,FSBC,IMMX,REE,MAMA,CNTA,NAVI,GOOG,CRMT,JBLU,GANX,EDRY,CLRO,LMAT,HITI"
