Ticker,Expected Return,Expected Risk (Var),Cost (Latest Price),Market Cap
INCR,-0.006357,0.001003,0.830000,44838694.308889
INCY,-0.000430,0.000688,101.270000,19324306286.927994
INDB,-0.002611,0.000364,78.070000,3795635287.361755
INDI,-0.003594,0.001640,3.660000,577569980.859756
INDP,0.003548,0.004493,2.063000,4193147.760692
INDV,-0.003604,0.000276,32.720000,4075796227.227859
INEO,0.026908,0.013041,0.770000,8214902.075368
INGN,0.001482,0.001204,6.100000,173197749.635911
INHD,-0.001060,0.002021,1.080000,9254547.700587
INKT,-0.003104,0.000397,10.950000,49053918.854661
INLF,0.003408,0.007489,0.426000,77359179.431200
INM,-0.013581,0.001332,0.850000,2585523.003452
INMB,-0.010484,0.001530,1.290000,34826687.768779
INMD,-0.010115,0.000751,13.750000,842037785.083055
INNV,0.029236,0.009490,8.960000,1188727397.019144
INO,0.004019,0.001118,1.810000,118856840.060413
INOD,-0.010935,0.002788,44.170000,1449673270.500000
INSE,-0.006409,0.000364,8.160000,224570083.228714
INSG,0.007654,0.004246,12.350000,181976443.810923
INSM,-0.001356,0.000731,149.330000,30851943926.979492
INTA,-0.020396,0.003819,22.430000,2200545356.523956
INTC,-0.003375,0.000816,45.610000,227680245905.725037
INTG,0.001225,0.001145,30.030000,81590394.263062
INTJ,-0.004439,0.002413,7.064000,10839375.293255
INTR,-0.002287,0.001356,8.710000,3632077084.468975
INTS,-0.003719,0.011720,7.660000,19688123.231670
INTU,-0.008814,0.001747,409.030000,131810085789.180389
INTZ,0.005890,0.007537,1.090000,21912204.181008
INV,-0.004678,0.006807,2.840000,241483502.224646
INVA,0.005208,0.000396,22.960000,1668845441.022293
INVE,-0.002679,0.000498,3.150000,78389482.567302
INVZ,-0.005528,0.001484,0.853000,164938984.490008
IOBT,0.014210,0.003359,0.349000,20145675.845770
IONR,-0.001372,0.001526,4.160000,282296345.990348
IONS,-0.001098,0.000419,81.150000,12448870049.785202
IOSP,-0.004653,0.000299,76.580000,1769882475.931602
IOTR,-0.022007,0.003080,2.190000,5155651.985538
IOVA,0.024463,0.006068,3.860000,2228712231.009647
IPAR,0.001609,0.000282,100.780000,2987067646.680794
IPCX,0.000220,0.000003,10.190000,351283258.994413
IPDN,0.005768,0.010978,1.200000,6493010.999511
IPEX,0.000028,0.000002,10.350000,123142939.317226
IPGP,0.022403,0.009374,131.570000,5142703991.418442
IPHA,-0.002977,0.000676,1.715000,149959471.034570
IPM,-0.003715,0.000186,1.690000,22105767.721930
IPOD,0.000757,0.000007,10.390000,209611935.733615
IPSC,0.014427,0.003213,2.320000,256971619.341372
IPST,-0.020838,0.008803,0.684000,5659118.104932
IPW,-0.034753,0.008862,1.920000,2737527.301715
IPWR,-0.017165,0.006635,3.585000,40015876.898240
IPX,0.000670,0.001785,48.630000,1612695438.673912
IQ,-0.011796,0.000517,1.600000,1290364888.462219
IQST,-0.005649,0.005380,2.350000,9468541.046553
IRD,0.035407,0.005406,4.160000,328959270.844612
IRDM,0.012378,0.003793,23.950000,2544151814.137304
IREN,-0.011705,0.005304,40.950000,12885526485.302433
IRIX,-0.003403,0.000889,1.400000,22003175.188191
IRMD,0.003000,0.000881,103.530000,1274405411.962189
IRON,-0.007867,0.005419,66.620000,2451021103.050804
IROQ,0.001123,0.000064,27.750000,91664264.728506
IRTC,-0.007835,0.001220,133.750000,3999199050.000000
IRWD,-0.018452,0.003649,3.420000,595162868.950453
ISBA,-0.002050,0.000920,47.560000,332206504.555481
ISPC,-0.015446,0.003423,0.250000,2237569.554966
ISPR,-0.021171,0.005403,2.350000,140360171.981794
ISRG,0.000902,0.000311,503.510000,175278078906.702820
ISSC,0.017326,0.002770,25.940000,512371868.654480
ISTR,-0.002244,0.000178,28.230000,376317163.914948
ITHA,-0.000111,0.000002,9.900000,303599991.601595
ITIC,-0.006957,0.001350,230.900000,423750915.913330
ITOC,-0.014313,0.003445,0.352000,8896008.503325
ITRI,-0.003088,0.001318,93.950000,4322445206.794968
ITRM,-0.010630,0.005557,0.265000,9528534.239152
ITRN,0.003161,0.000288,48.000000,987915179.764481
IVA,0.005688,0.001026,6.490000,1325366932.573700
IVDA,-0.047677,0.025642,0.300000,3286223.153924
IVF,-0.013978,0.001500,0.950000,5916234.690953
IVVD,-0.000374,0.002662,1.690000,532955488.336143
IXHL,-0.031928,0.013890,4.240000,50524452.677820
IZEA,0.001067,0.001627,3.620000,63365283.216619
IZM,-0.013385,0.000616,0.835000,7329845.871393
JACK,-0.010449,0.002881,16.920000,266489022.556362
JAGX,0.020808,0.005540,0.888000,5508370.369554
JAKK,0.010916,0.003417,21.860000,232152301.698984
JANX,-0.001063,0.000974,13.610000,850426523.033478
JAZZ,0.007598,0.001121,190.020000,11413288514.265442
JBDI,0.002588,0.009203,0.714000,13126248.804518
JBHT,0.005825,0.000586,233.410000,20706182160.443329
JBIO,-0.005463,0.001960,14.830000,711605897.959541
JBLU,0.003742,0.002039,5.540000,1672940892.300528
JBSS,0.001952,0.000177,82.610000,887379486.866531
JCAP,-0.002507,0.000467,20.630000,1294830094.385811
JCSE,0.002179,0.006651,1.210000,5470670.199337
JCTC,-0.002994,0.001015,1.860000,6301003.925718
JD,-0.003942,0.000186,26.530000,40529403839.699051
JDZG,-0.032184,0.172129,0.150000,3225788.212025
JEM,-0.026937,0.002126,0.096000,1853400.227618
JF,0.002182,0.000718,0.920000,14593977.852273
JFB,-0.018933,0.024641,15.170000,128952766.644562
JFBR,-0.033200,0.008323,4.230000,2684150.667195
JFIN,-0.000907,0.000769,6.480000,329290102.891773
JFU,-0.001514,0.005021,4.360000,56512005.445585
JG,0.002119,0.001344,7.550000,43740093.519782
JJSF,-0.004064,0.001735,87.060000,1593767863.301834
JKHY,-0.005058,0.000768,161.871600,12419191986.417023
JL,0.014640,0.000116,4.685000,16927282.318949
JLHL,0.021222,0.010382,5.700000,125783355.569847
JMSB,-0.004458,0.000178,19.200000,277989438.555016
JOUT,0.001646,0.000711,48.490000,467042455.910019
JOYY,-0.004191,0.000472,59.670000,3099238841.997360
JRSH,0.004677,0.001389,3.240000,38861818.733304
JRVR,0.001677,0.000483,7.000000,292802389.169627
JSPR,-0.002315,0.002546,1.380000,36659089.488740
JTAI,-0.023500,0.012594,0.111000,4547824.967768
JUNS,-0.004392,0.003445,0.530000,14603660.159386
JVA,0.005020,0.000518,3.120000,17982087.394414
JWEL,0.006601,0.005263,2.320000,5295959.124196
JXG,-0.005497,0.001476,3.730000,6943837.613405
JYD,-0.000494,0.003076,2.800000,7490801.086072
JYNT,-0.007387,0.000612,8.800000,128798150.807274
JZ,0.018927,0.022278,0.927000,12110402.480513
JZXN,0.029460,0.083401,1.150000,1913532.556037
KALA,-0.015840,0.004842,0.380000,237401536.214627
KALU,-0.000114,0.001292,130.140000,2002962297.503723
KALV,0.000962,0.000789,16.280000,874450830.336239
KARO,-0.002930,0.000698,47.220000,1441481373.286057
KBON,-0.000106,0.000010,10.040000,444551516.790390
KBSX,0.006415,0.004520,1.230000,54614524.940766
KC,0.000541,0.002453,13.480000,4221330943.804989
KCHV,0.000001,0.000002,10.220000,351138175.750000
KDK,-0.004619,0.000894,8.400000,1571068102.465027
KDP,0.005579,0.000329,30.280000,38300796928.815956
KE,-0.009932,0.004310,24.990000,554671315.052437
KELYA,-0.006910,0.001037,9.710000,307561628.889603
KELYB,0.088023,0.385441,15.070000,491619653.444801
KEQU,0.002047,0.000590,41.490000,119356228.010498
KFFB,0.001332,0.000753,4.590000,39220571.828791
KFII,-0.000160,0.000001,10.390000,408263019.425001
KFIIU,0.001059,0.000033,10.750000,271204500.000000
KG,0.012419,0.001737,15.390000,110245280.788010
KGEI,-0.000849,0.000635,3.820000,170497898.661732
KHC,0.002690,0.000258,24.203700,28930722346.627899
KIDS,0.006159,0.000886,19.170000,471261430.990540
KIDZ,-0.029601,0.009657,0.091000,1945926.716923
KINS,0.003862,0.000844,16.480000,217445966.740955
KITT,-0.013571,0.004135,0.748000,4083850.748949
KLAC,0.004757,0.000764,1524.550000,187772787027.979248
KLIC,0.011595,0.002831,69.720000,3425169557.493530
KLRS,0.010499,0.006352,10.460000,187024180.000000
KLTO,0.048844,0.027342,0.532000,34172050.388617
KLTR,-0.006667,0.001616,1.390000,228647417.026691
KLXE,0.004495,0.004315,2.540000,47455617.151259
KMB,0.006380,0.000136,110.080300,34138215350.876656
KMDA,0.003329,0.000657,8.700000,517979125.195541
KMRK,0.019613,0.002409,2.170000,47685999.798775
KMTS,-0.003603,0.000738,23.280000,1367701856.921757
KNDI,-0.001526,0.001347,1.010000,79115409.943436
KNSA,0.000133,0.000735,44.490000,3577263649.442089
KOD,0.007230,0.002869,26.800000,1570165551.961370
KOPN,-0.007293,0.003118,2.210000,384464129.433279
KOSS,-0.008223,0.000679,4.130000,38433737.738326
KOYN,0.000061,0.000001,10.031000,316525899.083127
KPLT,-0.002229,0.001623,6.160000,28606023.689893
KPRX,-0.005901,0.000750,2.090000,7870781.285831
KPTI,0.024401,0.004435,9.410000,155740284.121399
KRKR,-0.014280,0.001155,3.561000,6631647.798795
KRMD,-0.009237,0.001081,4.770000,213547450.344742
KRNT,0.008943,0.003009,15.290000,670741875.094879
KRNY,-0.002795,0.000355,7.650000,466589601.697569
KROS,-0.014143,0.000391,14.190000,345789894.771883
KRRO,-0.003248,0.001721,12.130000,115832730.296206
KRT,0.000236,0.000126,24.650000,455856779.533882
KRUS,0.001460,0.001184,70.430000,732259948.791611
KRYS,-0.000936,0.000802,275.640000,7560905506.430878
KSCP,0.012515,0.006408,3.970000,44999651.407814
KSPI,-0.004165,0.000313,70.590000,14708249083.182114
KTCC,0.000391,0.001254,2.880000,31274698.842745
KTOS,-0.004030,0.004300,86.180000,17269487521.075745
KTTA,0.003519,0.002466,0.882000,18472849.875267
KURA,0.003409,0.000824,8.730000,817094523.895094
KUST,-0.013026,0.004540,1.140000,760955.690451
KVAC,-0.000682,0.000036,11.850000,110676291.330986
KVHI,-0.003800,0.000963,6.030000,118809636.929971
KWM,-0.013993,0.001986,0.649000,47901464.975462
KXIN,-0.030555,0.018033,0.569000,369257.880337
KYIV,0.001824,0.000721,11.820000,2717264960.160980
KYMR,0.010816,0.000557,91.350000,6942869260.505844
KYNB,-0.007884,0.002443,6.930000,29693566.917286
KYTX,0.000036,0.001783,8.210000,500695442.461885
KZIA,0.019738,0.005343,8.450000,93181849.047036
KZR,0.005119,0.000163,6.700000,51262092.000000
LAB,-0.011842,0.000792,1.130000,379104595.830305
LAES,-0.000526,0.002722,3.930000,746016341.309048
LAFA,-0.000334,0.000001,9.950000,156347660.352920
LAFAU,0.000300,0.000060,10.250000,138064832.057911
LAKE,-0.002039,0.000332,9.170000,83646269.221481
LAMR,0.004258,0.000179,137.740000,13782992317.471146
LAND,0.007829,0.000727,12.280000,488973198.703749
LARK,0.000418,0.000323,27.740000,164251267.801262
LASE,-0.008982,0.019025,0.977000,26646988.872594
LASR,0.010484,0.003703,56.190000,3403270459.000000
LAUR,-0.004079,0.000434,32.340000,5047393798.500000
LBGJ,-0.034723,0.043176,0.165000,1816681.318802
LBRDA,0.005586,0.000622,54.580000,7450401878.847809
LBRDK,0.005538,0.000622,54.610000,7453271899.135857
LBRX,0.003286,0.001496,24.010000,615780146.540337
LBTYA,0.008963,0.002205,12.740000,4211310845.307350
LBTYB,0.015706,0.017568,12.720000,4388876294.303312
LBTYK,0.007007,0.001853,12.300000,4120853258.401656
LCCC,0.000163,0.000001,10.290000,91632449.660301
LCFY,0.029277,0.003915,4.740000,7933832.275486
LCID,-0.000360,0.002654,10.000000,3407916002.198381
LCNB,-0.001752,0.000166,16.770000,237174658.675392
LCUT,0.002188,0.000652,3.310000,69558327.007453
LDWY,-0.009367,0.001663,3.870000,6844239.153992
LE,-0.005273,0.002181,16.070000,497065890.345169
LECO,0.004099,0.000428,287.050000,14622070712.989197
LEDS,-0.008028,0.000483,1.490000,11927923.692254
LEE,0.028315,0.005841,8.690000,191517913.573245
LEGH,0.003292,0.000569,21.920000,470452607.027527
LEGN,0.006125,0.000910,19.000000,3534958161.374435
LENZ,-0.009839,0.001313,13.490000,384866624.668088
LESL,-0.009161,0.008032,1.100000,9875568.966901
LEXX,-0.005732,0.002548,0.699000,18155391.750195
LFAC,0.000059,0.000007,9.960000,195802500.234223
LFCR,-0.009071,0.000493,7.200000,261515137.674614
LFMD,-0.010177,0.002569,2.670000,150183955.691285
LFS,0.003784,0.011332,2.440000,59384604.631026
LFST,0.000847,0.000804,7.240000,2645031922.691917
LFUS,0.004846,0.000550,352.460000,7706297889.995911
LFVN,-0.007997,0.002769,4.605000,65118199.262112
LFWD,0.006364,0.007536,7.400000,9238354.772768
LGCB,0.013170,0.002736,1.770000,18161930.166771
LGCL,-0.010943,0.002951,1.680000,4636064.506780
LGHL,0.001690,0.021742,1.270000,618626.634507
LGIH,0.002590,0.001587,51.900000,1009990531.230171
LGN,0.012967,0.004023,58.050000,5441900936.717552
LGND,0.000248,0.000299,198.310000,4150947983.586639
LGO,0.021719,0.007039,1.680000,129992508.350951
LGVN,0.001144,0.001320,0.541000,11295760.652257
LHAI,-0.000369,0.007884,1.240000,22397399.922609
LHSW,-0.035590,0.038145,0.180000,8481200.218201
LI,0.003715,0.000623,17.590000,18268711725.458824
LICN,0.002524,0.000620,3.123000,51429500.307047
LIDR,0.002893,0.003260,1.640000,70285792.741932
LIEN,-0.001402,0.000154,10.030000,227178971.708927
LIF,-0.004229,0.002022,52.650000,3729512617.334061
LIFE,-0.004406,0.004422,12.350000,831620313.343657
LILA,0.000682,0.000387,7.840000,1566766416.453743
LILAK,0.000810,0.000371,7.940000,1580773302.682821
LIMN,-0.003455,0.095282,0.253000,9184637.422550
LIN,0.005623,0.000219,508.080000,224106679462.053223
LINC,0.016788,0.001475,36.240000,1145413893.503265
LIND,0.007739,0.000878,19.710000,1162137871.431679
LINE,0.008326,0.001200,40.520000,9723449736.000000
LINK,0.001444,0.003479,3.170000,51219024.235997
LIQT,0.010529,0.005209,1.990000,14132644.955060
LITE,0.029260,0.001852,700.910000,45745266174.316406
LITM,-0.001815,0.002757,2.950000,77112723.306938
LITS,0.000881,0.002921,1.130000,44123614.153315
LIVE,-0.020655,0.001537,13.960000,36091035.251778
LIVN,0.003233,0.000256,70.600000,3394053779.665115
LIXT,-0.010317,0.002597,2.890000,21844723.187001
LKFN,-0.002393,0.000212,58.090000,1442373358.000000
LKQ,0.001202,0.000427,33.110000,8021974698.437313
LKSP,0.000111,0.000001,10.030000,157090266.921919
LLYVA,0.010488,0.000441,97.040000,9231289106.596298
LLYVK,0.010492,0.000448,99.650000,9238049646.609055
LMAT,0.014053,0.003568,108.180000,2507214408.458595
LMB,0.004262,0.001693,91.420000,980838036.136444
LMFA,0.004855,0.006690,0.373000,6008261.293215
LMNR,-0.001483,0.000149,14.090000,250751272.226717
LMRI,0.010098,0.004806,14.140000,1392952025.401279
LNAI,-0.032172,0.015128,0.371000,5321218.291166
LNKB,-0.001066,0.000373,8.650000,316144786.882033
LNKS,0.011823,0.009187,1.180000,13838049.615622
LNSR,-0.003177,0.000406,11.970000,142020656.040834
LNT,0.005928,0.000128,72.340000,18413854921.636307
LNTH,0.006731,0.000199,74.910000,5440212006.741173
LNZA,-0.015241,0.006633,8.570000,92749853.277105
LOAN,-0.001482,0.000039,4.380000,48843043.821825
LOBO,-0.005891,0.000798,0.534000,6854868.375862
LOCO,0.003805,0.000353,11.060000,331449761.371179
LOGI,0.002949,0.000622,91.950000,13621094573.336586
LOKV,0.000108,0.000000,10.330000,296987497.806549
LONA,0.012208,0.003372,5.630000,57602590.092274
LOOP,0.002781,0.000328,1.300000,63322194.284103
LOPE,-0.004860,0.000979,159.070000,4657310909.534225
LOT,-0.001485,0.000841,1.150000,760149982.916319
LOVE,-0.001234,0.000989,12.780000,164880951.776812
LPAA,0.000159,0.000006,10.670000,306762502.193451
LPBB,-0.000209,0.000003,10.540000,303312505.483627
LPBBU,0.000262,0.000001,10.640000,212800006.866455
LPCN,0.006544,0.002071,9.960000,43749216.915368
LPLA,-0.011775,0.001390,300.380000,25049079639.258728
LPRO,-0.017632,0.001700,1.330000,161919537.473571
LPSN,-0.001879,0.001603,2.870000,35554497.000000
LPTH,0.004548,0.010989,10.430000,639988416.075634
LQDA,-0.018420,0.002191,31.020000,3120527882.288799
LQDT,-0.001499,0.000591,31.610000,1010122094.705315
LRCX,-0.000222,0.001323,233.610100,265210726833.801270
LRE,0.001305,0.002837,1.380000,18143728.915447
LRHC,-0.042751,0.005603,1.060000,577800.022960
LRMR,0.033729,0.028705,5.310000,589429342.097490
LSAK,0.000158,0.001127,4.670000,386797427.380896
LSBK,-0.000053,0.000039,15.480000,112592554.210997
LSCC,0.008958,0.002259,95.620000,12396950603.154945
LSE,0.001055,0.003221,4.600000,82154137.694836
LSH,-0.004182,0.007930,0.661000,22426113.605096
LSTA,-0.005707,0.000377,4.100000,44456499.023516
LSTR,0.002788,0.002319,162.950000,5245466342.453598
LTBR,-0.006092,0.004304,12.930000,378097237.718948
LTRN,-0.003189,0.002802,2.820000,30645319.126663
LTRX,-0.005701,0.002881,5.980000,248075162.500000
LUCD,0.007178,0.001325,1.440000,191404197.521021
LUCY,0.002019,0.004474,1.120000,5724696.090628
LULU,0.002265,0.000850,185.170000,20131694980.410294
LUNG,-0.001015,0.001522,1.580000,75069604.043493
LUNR,0.000076,0.009402,16.480000,2572979488.182547
LVLU,-0.005069,0.002571,15.450000,36837833.234262
LVO,0.012132,0.004547,5.490000,60090246.743053
LVRO,-0.082643,0.016085,0.190000,11520206.929556
LWAC,0.000055,0.000001,10.110000,304358996.558189
LWAY,-0.000165,0.000234,22.160000,323611213.750000
LWLG,0.018477,0.004432,4.410000,626805985.428393
LX,0.002504,0.001622,2.890000,449263560.507486
LXEH,-0.010243,0.004903,0.223000,4237750.785439
LXEO,-0.003017,0.000906,7.180000,543025717.056368
LXRX,0.010227,0.002612,1.470000,702015323.442042
LYEL,-0.000753,0.002052,24.000000,541720827.000000
LYFT,-0.010914,0.002511,13.840000,5495102847.884739
LYRA,-0.035368,0.004698,1.010000,2307346.515367
LYTS,-0.001364,0.000690,21.620000,607097302.500000
LZ,-0.012396,0.003829,7.030000,1145165873.442324
LZMH,-0.005751,0.003358,1.200000,203773805.075884
MAAS,-0.000335,0.000476,5.950000,1791202810.619070
MACI,0.000078,0.000001,10.715000,232216215.331203
MAMA,0.006259,0.000877,17.140000,673625731.973587
MAMO,-0.044133,0.022080,1.020000,42057360.112881
MANH,-0.005059,0.001739,135.430000,9048378590.192291
MAPS,-0.007740,0.000989,0.669000,124160818.083624
MAR,0.004151,0.000576,341.730000,87142816546.830322
MARA,0.002203,0.007100,8.940000,3292831881.080799
MARPS,0.010433,0.004315,5.110000,10319999.694824
MASI,0.015883,0.006799,175.350000,9424112188.128036
MASK,-0.021156,0.004478,0.151000,4019139.555311
MASS,0.006523,0.001009,6.900000,230368296.686085
MAT,-0.010288,0.003892,16.950000,4975908071.136475
MATH,-0.023380,0.004338,1.200000,50786272.377171
MATW,0.000157,0.000199,26.430000,809900641.868389
MAXN,-0.004097,0.006563,2.450000,40469298.176317
MAYS,0.008665,0.003204,45.520000,94751741.053085
MAZE,-0.000571,0.001174,45.590000,2168262212.722000
MB,0.004063,0.008884,5.430000,100356748.363972
MBAI,0.007852,0.002894,1.630000,13993648.967218
MBAV,0.000003,0.000006,10.680000,385968741.774559
MBBC,0.004726,0.000400,14.040000,40758672.933702
MBCN,0.000444,0.000229,33.650000,273627941.860000
MBIN,-0.000162,0.000656,42.280000,1923382831.517258
MBIO,0.008303,0.003236,1.010000,6708590.763551
MBLY,-0.002851,0.000835,8.460000,6756293332.746897
MBOT,0.019277,0.005294,2.410000,164537211.002345
MBRX,-0.021172,0.013585,2.390000,6035288.957463
MBUU,-0.006163,0.001196,29.060000,493546438.416872
MBVI,-0.000328,0.000004,10.080000,432974998.354912
MBWM,-0.001808,0.000196,51.272000,865548086.252579
MBX,-0.009005,0.002289,32.550000,1254570341.860416
MCBS,-0.002172,0.000154,28.100000,812666691.386364
MCFT,-0.000460,0.000674,21.705000,315676910.949896
MCGA,-0.000054,0.000001,10.160000,238642257.421340
MCHB,-0.005074,0.000463,14.260000,3142531085.589419
MCHP,-0.001985,0.000408,74.640000,35173804770.000000
MCHX,-0.007262,0.000273,1.470000,62346890.155748
MCRB,-0.022884,0.011479,8.740000,84313554.319221
MCRI,0.002626,0.000322,95.800000,1748010567.642517
MCW,0.014041,0.001636,7.120000,2309207895.867651
MDAI,-0.010340,0.000801,1.400000,43271340.925648
MDB,-0.005898,0.002271,328.470000,22117396067.558594
MDBH,-0.000879,0.000627,3.133000,30584196.212145
MDCX,0.015831,0.003819,1.530000,13021863.442361
MDGL,-0.006378,0.001151,432.000000,9838587421.239014
MDIA,-0.002470,0.001969,0.620000,52732937.428414
MDLN,0.003279,0.000601,47.510000,35233619327.092415
MDLZ,0.002820,0.000306,61.580000,75060151116.923035
MDRR,-0.000072,0.001731,11.550000,12503431.945391
MDWD,-0.002290,0.000462,17.300000,224487417.692259
MDXG,-0.001986,0.000496,4.890000,670035336.864193
MDXH,-0.001735,0.000738,3.400000,173612083.478203
MEDP,-0.013600,0.001863,451.760000,13581579409.335846
MEGL,-0.011018,0.003948,0.930000,5469175.297325
MEHA,0.008075,0.002986,0.231000,3183087.063245
MELI,-0.010667,0.000814,1757.580000,89709678482.819336
MENS,0.001273,0.017354,2.140000,178665012.549437
MEOH,0.003487,0.000821,50.530000,4099767825.388184
MERC,-0.002568,0.003501,1.800000,110521134.953013
MESH,-0.000056,0.000001,9.890000,426075004.935265
MESO,-0.003867,0.001327,15.850000,2047358105.132812
META,-0.004633,0.000285,648.180000,1637608948892.995117
METC,-0.009436,0.004199,15.140000,951751765.383186
METCB,-0.004973,0.002012,11.780000,1015367689.264633
MFI,-0.022463,0.001488,11.400000,617811251.610538
MFIC,-0.007174,0.000622,9.680000,961960381.971758
MFIN,-0.001341,0.000260,10.090000,221227866.334379
MGEE,0.002462,0.000173,82.020000,2851984122.000000
MGIC,-0.020702,0.004608,17.380000,853345920.900000
MGIH,-0.004844,0.001269,1.450000,15974999.517202
MGN,0.012873,0.020520,2.000000,43062501.549721
MGNI,0.000249,0.004049,13.620000,1953249819.900556
MGNX,0.007723,0.001226,1.990000,149290128.883916
MGPI,-0.013825,0.002831,19.000000,390733404.808617
MGRC,-0.002080,0.000258,110.950000,2592591858.249420
MGRT,0.035300,0.086446,6.560000,114125002.622604
MGRX,0.018594,0.016397,0.535000,5648954.791056
MGTX,-0.001613,0.000694,7.560000,593217842.718549
MGX,0.000028,0.001624,1.520000,60074802.495184
MGYR,-0.000274,0.000297,17.520000,111939688.928083
MIDD,0.006831,0.000382,168.860000,7596276261.152588
MIGI,-0.014909,0.007246,2.960000,3143965.000000
MIMI,0.022007,0.020673,0.337000,7566281.488538
MIND,-0.006617,0.001506,7.610000,71626801.573877
MIRA,0.003314,0.001328,1.270000,48576259.522235
MIRM,-0.005663,0.001641,92.290000,5357128683.600800
MIST,-0.007132,0.000866,1.710000,142232802.494928
MITK,0.021863,0.005442,14.580000,674306385.506038
MKDW,-0.006328,0.006130,2.400000,7345736.313101
MKLY,0.000001,0.000002,10.030000,309379608.274006
MKSI,0.003137,0.001167,244.460000,14684351275.565140
MKTW,-0.008837,0.001008,14.020000,38561007.251461
MKTX,0.008458,0.000450,192.000000,6881189564.578491
MKZR,-0.003918,0.001239,4.010000,7236352.131271
MLAB,0.010657,0.000871,96.570000,484470865.458313
MLAC,0.000160,0.000001,10.490000,325731182.093620
MLCI,-0.026295,0.001795,5.050000,68880324.502573
MLCO,-0.001984,0.001512,5.940000,2211277917.686176
MLEC,0.067268,0.043338,13.300000,6513278.653894
MLGO,-0.009567,0.004682,3.570000,44835142.745254
MLKN,-0.000191,0.000557,20.140000,1309317372.958099
MLTX,0.006349,0.001297,17.510000,1314054648.110390
MLYS,-0.002273,0.001467,29.260000,2155772383.326302
MMLP,0.000349,0.000934,2.870000,112088092.350500
MMSI,-0.002901,0.000414,77.180000,4271967037.045326
MMTX,-0.000028,0.000000,9.995000,88104433.958817
MMTXU,0.000706,0.000034,10.216000,77479584.651947
MMYT,-0.005858,0.001524,56.470000,4786865220.945053
MNDO,0.000673,0.000449,1.200000,25254244.434228
MNDR,-0.002998,0.002177,0.930000,2365299.561982
MNDY,-0.021941,0.004324,72.640000,4178761383.861938
MNKD,-0.028058,0.008236,3.280000,825709181.007923
MNOV,-0.006580,0.001939,1.450000,67925319.245295
MNPR,-0.009152,0.001397,54.805000,388057650.840637
MNRO,0.009185,0.000903,21.530000,528946434.393501
MNSB,-0.000101,0.000219,22.200000,164774649.128342
MNST,0.002875,0.000139,85.300000,74079549839.427322
MNTK,-0.004793,0.001429,1.540000,217652621.470006
MNTS,-0.016558,0.005108,4.500000,6878599.368934
MNY,0.009654,0.001073,1.420000,64016734.825015
MOB,-0.006356,0.004960,5.460000,69617084.413362
MOBX,-0.002006,0.011070,0.165000,83523395.241344
MODD,-0.027400,0.012905,0.247000,15354221.435569
MOLN,0.005541,0.000594,5.023000,183255848.366661
MOMO,-0.001487,0.000256,6.470000,996150677.154731
MORN,-0.003697,0.001484,183.140000,7856499577.682892
MOVE,-0.012957,0.003555,11.400000,15301861.564388
MPAA,-0.011667,0.002644,10.340000,198513844.789209
MPB,-0.002223,0.000280,32.170000,730531481.679171
MPLT,-0.001569,0.001093,17.270000,897932364.610252
MPWR,-0.001012,0.000955,1142.740000,52163316000.000000
MQ,-0.003963,0.000992,3.840000,1795604898.263092
MRAM,-0.009847,0.002811,10.800000,208908545.807161
MRBK,0.001037,0.000309,19.440000,224457474.586487
MRCC,-0.004885,0.000530,5.870000,90781970.029758
MRCY,-0.000899,0.003836,89.030000,5362907552.150024
MREO,-0.006942,0.003513,0.371000,62315976.145182
MRKR,-0.006554,0.003043,1.480000,19020198.070185
MRM,-0.003082,0.000925,1.370000,10272535.923206
MRNA,0.013294,0.000893,53.570000,22013924156.652710
MRNO,-0.026650,0.017815,0.791000,50048181.322636
MRTN,0.001256,0.000381,13.590000,1020907792.887035
MRVI,0.003549,0.001074,3.560000,1334937340.945799
MRVL,0.002482,0.000821,81.690000,80925125673.378632
MRX,0.005870,0.000497,43.460000,2626553691.351868
MSAI,-0.004914,0.002221,0.282000,25370228.332347
MSBI,-0.001787,0.000380,22.130000,447629275.805595
MSEX,0.002669,0.000306,54.000000,1000925276.277336
MSFT,-0.003823,0.000450,392.740000,3042889763361.139648
MSGM,-0.001724,0.001672,3.900000,24579703.614910
MSGY,-0.023079,0.002852,0.536000,6877787.554264
MSS,0.004660,0.004861,0.263000,5777590.591137
MSTR,-0.000766,0.007625,129.500000,46374937758.067566
MSW,0.003536,0.011705,1.120000,15570000.618696
MTC,0.020460,0.007539,4.280000,121022997.321384
MTCH,0.000662,0.001159,31.600000,7344143754.985809
MTEK,0.000153,0.002367,1.710000,14530663.415069
MTEN,-0.015284,0.003140,1.540000,2011382.119556
MTEX,-0.006169,0.000233,6.830000,12356051.500000
MTLS,-0.003143,0.001676,5.180000,326534748.315533
MTRX,-0.013119,0.001968,10.990000,310818880.615067
MTSI,0.004862,0.000616,248.120000,16407367877.614288
MTVA,-0.021991,0.002659,1.510000,4773836.349695
MU,-0.002495,0.001750,412.370000,438183273735.996033
MVBF,-0.004226,0.000332,27.000000,324156401.296333
MVIS,0.001023,0.003776,0.780000,165983417.594622
MVST,-0.007528,0.001516,2.240000,689183920.102046
MWYN,0.002909,0.002046,0.808000,15348050.847407
MXCT,-0.003035,0.001692,0.811000,82138986.435355
MXL,-0.000037,0.001344,17.430000,1392722953.236899
MYFW,-0.000634,0.000091,25.290000,229721774.382158
