Ticker,Expected Return,Expected Risk (Var),Cost (Latest Price),Market Cap
BWFG,-0.002249,0.000290,46.700000,367347349.500000
BWIN,0.009237,0.005796,23.230000,1935388592.817696
BWMN,-0.001334,0.000756,33.540000,521888811.065575
BYAH,-0.033588,0.016002,1.840000,3143052.000000
BYFC,-0.004298,0.000213,7.750000,71518120.049782
BYND,0.016400,0.004635,0.946000,346028688.749086
BYRN,-0.002602,0.003039,12.780000,244849860.724204
BYSI,-0.007466,0.001123,1.350000,60244201.637606
BZ,-0.008353,0.000605,16.080000,7294972999.932785
BZAI,0.000338,0.004766,1.180000,135467809.445840
BZFD,-0.008411,0.000829,0.765000,29889086.042917
BZUN,-0.002549,0.000538,2.510000,136288923.619138
CAAS,-0.000778,0.000200,4.420000,127320356.109935
CABA,0.017540,0.003592,3.320000,314787215.243887
CABR,-0.001030,0.006023,0.850000,11936909.285136
CAC,-0.003273,0.000434,46.160000,775641158.289337
CACC,-0.004043,0.000559,473.180000,5532650750.383759
CADL,-0.004949,0.002521,5.250000,375756743.892446
CAEP,0.000000,0.000001,10.250000,359920808.029175
CAI,-0.007353,0.001569,20.140000,5360791537.000000
CAKE,0.005937,0.000745,64.474100,3140624225.776829
CALC,-0.012088,0.004942,0.516000,10534735.332532
CALM,0.002218,0.000290,87.110000,4184025384.228607
CAMP,0.011432,0.003870,4.490000,325554127.072771
CAMT,0.009830,0.001335,167.390000,7114359618.661453
CAN,-0.009165,0.006432,0.494000,345688705.255933
CAPN,-0.000303,0.000011,10.790000,85425298.805237
CAPR,0.011983,0.003000,27.930000,1666249992.636305
CAPS,0.002843,0.004166,0.620000,5725359.946666
CAPT,-0.012496,0.007454,0.424000,13891525.890412
CAR,-0.007191,0.004252,97.410000,3380952118.759827
CARE,-0.002533,0.000194,20.840000,450575689.174461
CARG,-0.002303,0.001344,30.700000,3231090843.599968
CARL,0.009925,0.002647,14.570000,319179973.262810
CART,0.000159,0.001275,37.510000,10199405250.806488
CASH,0.000030,0.000437,90.790000,2012074263.602676
CASI,-0.049283,0.030900,0.229100,3253483.908421
CASS,-0.002405,0.000112,44.064100,583428002.606503
CASY,0.005125,0.000103,685.590000,24632458841.361023
CATY,-0.002521,0.000375,49.710000,3246707303.132507
CBAT,0.014952,0.001484,1.020000,90418752.049215
CBC,-0.001311,0.000254,24.150000,5844409384.815216
CBFV,-0.001920,0.000326,34.810000,169931822.113613
CBIO,0.013118,0.003478,12.090000,365970153.277424
CBK,-0.001830,0.000252,26.010000,346148137.760441
CBLL,-0.004117,0.000641,18.670000,688081691.966181
CBNK,-0.003811,0.000337,29.410000,482739634.736023
CBRL,0.002790,0.000861,32.720000,649301000.896502
CBSH,-0.002268,0.000246,50.717800,7308913819.950851
CBUS,0.037743,0.013401,3.690000,248828522.113885
CCAP,-0.006568,0.000290,12.660000,476093766.776542
CCB,-0.014856,0.001469,74.190000,1166527415.685928
CCBG,0.000493,0.000163,42.850000,729657198.643364
CCC,-0.011192,0.006038,5.830000,3806218814.345587
CCCC,0.022010,0.003693,2.700000,347922752.301769
CCD,0.001611,0.000078,23.010000,605982024.788406
CCEC,0.002526,0.000431,22.710000,1267906576.028519
CCEP,0.010159,0.000183,110.430000,45438296147.185249
CCG,0.000173,0.000510,0.799000,64513936.091167
CCHH,0.048500,0.132869,0.490000,12947549.447417
CCII,-0.000161,0.000002,10.280000,356647464.255880
CCIX,-0.000153,0.000007,10.640000,391188877.797127
CCLD,-0.004336,0.002217,2.450000,115743917.278659
CCNE,-0.000026,0.000353,28.010000,806469971.750870
CCOI,-0.011658,0.006315,18.743500,1126398555.000000
CCRN,-0.003101,0.000379,8.700000,329565140.926623
CCSI,0.017663,0.001796,30.080000,579296013.299847
CCTG,-0.009228,0.002170,0.597000,1772813.723456
CD,0.003063,0.015868,5.870000,367840205.675488
CDIO,0.108989,0.060641,6.550000,8874612.963804
CDLX,-0.003533,0.002724,0.864000,39909950.764848
CDNA,-0.004058,0.001339,18.760000,912415021.828003
CDNL,0.017871,0.006266,32.220000,1256751679.039162
CDNS,0.003074,0.001633,301.400000,82224681360.029480
CDRO,0.000994,0.000200,8.100000,365126520.000000
CDT,-0.021435,0.009071,0.693000,2508393.743897
CDTG,-0.019242,0.005704,0.240000,4930000.073463
CDW,-0.001095,0.001056,122.640000,15719582351.016335
CDXS,-0.018921,0.001231,1.010000,112905478.750000
CDZI,-0.001181,0.001278,5.200000,439950794.743063
CECO,-0.004375,0.004242,60.450000,1832509510.035198
CEG,0.011556,0.001166,329.880000,116919254766.588135
CELC,0.000372,0.000396,111.710000,5249474192.341324
CELH,0.003134,0.001528,53.610000,11164681567.084232
CELU,0.000057,0.003097,1.230000,36047233.750000
CELZ,-0.006959,0.001555,1.810000,6622395.793344
CENN,-0.011171,0.000942,0.117000,9846237.599921
CENT,0.007252,0.000244,39.190000,2297668594.112572
CENTA,0.005574,0.000224,34.540000,2046515930.408783
CENX,0.005996,0.002609,51.560000,5388862506.657360
CEPF,-0.000317,0.000004,10.410000,590359495.639801
CEPO,0.000176,0.000002,10.473000,267239988.327026
CEPT,-0.005697,0.000356,11.100000,342801801.166534
CEPV,-0.000541,0.000008,10.150000,321555842.723846
CERS,0.006153,0.001416,2.560000,370728866.854610
CERT,-0.008449,0.000723,7.080000,1121284497.604203
CETX,-0.018449,0.003750,1.060000,8144103.570965
CETY,0.019065,0.026086,0.807000,8196728.510746
CEVA,0.000298,0.001857,20.860000,546478952.662308
CFBK,-0.000477,0.000382,30.220000,188673736.424589
CFFI,-0.002704,0.000522,72.820000,244250180.090492
CFFN,-0.001919,0.000360,7.180000,918753728.856159
CFLT,0.000239,0.000007,30.670000,10997568405.750000
CG,-0.007199,0.001477,51.990000,17595239816.531448
CGBD,-0.004391,0.000421,11.120000,792455395.126916
CGC,0.002084,0.001221,1.120000,445152255.571648
CGCT,-0.000216,0.000002,10.250000,353970007.896423
CGEM,0.011919,0.001801,15.500000,904457550.079385
CGEN,0.000589,0.001228,1.810000,202385877.277219
CGNT,-0.013352,0.001863,7.090000,649308654.065639
CGNX,0.020781,0.007990,54.400000,8421276443.829956
CGO,0.001945,0.000062,12.670000,112817330.621422
CGON,0.004788,0.000836,58.800000,5175033485.302734
CGTL,-0.023750,0.020554,2.140000,34471500.858665
CGTX,-0.001433,0.002235,1.090000,95336202.428320
CHA,-0.002338,0.000814,10.930000,1978263947.641048
CHAC,-0.000941,0.000032,10.370000,308125855.236257
CHAI,0.009619,0.006543,1.850000,38894545.476725
CHAR,-0.000078,0.000002,10.530000,115569417.939395
CHCI,0.002576,0.000087,11.670000,116411492.155187
CHCO,-0.002330,0.000117,119.970000,1688117721.086060
CHDN,-0.001847,0.000582,91.930000,5933915922.902382
CHEC,0.000028,0.000002,10.065000,173437666.061024
CHEF,0.006812,0.000366,71.390000,2584083795.500000
CHI,0.001291,0.000100,11.440000,875108283.884668
CHKP,-0.009068,0.000668,152.070000,17268007688.941223
CHMG,-0.005663,0.000496,55.520000,263773642.662048
CHNR,-0.013429,0.001109,3.230000,4234027.416218
CHPG,-0.000430,0.000004,10.240000,102769172.559015
CHR,0.001685,0.002631,1.270000,5061148.041112
CHRD,0.006716,0.000666,108.370000,7006942335.415649
CHRS,-0.012891,0.002965,1.670000,288479049.179933
CHRW,-0.002825,0.002000,184.618500,21581874645.621643
CHSN,0.001227,0.001319,2.113000,83445772.194262
CHTR,0.005516,0.000617,234.630000,28833700968.139160
CHW,0.001616,0.000082,8.190000,482176134.031165
CHY,0.001905,0.000064,11.990000,909884456.871863
CHYM,-0.002834,0.003674,22.130000,8597891889.507225
CIFR,0.002106,0.006169,15.600000,5797258884.164868
CIGI,-0.006586,0.002232,118.730000,6028686438.386917
CIGL,-0.010441,0.010408,1.960000,45605442.464121
CIIT,-0.014031,0.003918,0.460000,9977083.918642
CINF,0.000640,0.000273,163.980000,25480944849.193726
CING,0.003223,0.003995,6.270000,51007058.389867
CISO,-0.002331,0.003010,0.376000,17574490.772933
CISS,-0.005997,0.016364,1.540000,3175665.418839
CIVB,-0.001364,0.000189,23.810000,464118684.311886
CJMB,-0.015858,0.002308,1.550000,7841872.500000
CLAR,-0.009862,0.000695,3.160000,114437436.252457
CLBK,0.000755,0.000349,17.900000,1864079687.783249
CLBT,-0.005083,0.002218,13.340000,3649923827.186050
CLDX,0.012967,0.004330,30.090000,2045583782.108345
CLFD,0.002513,0.000864,31.440000,412216830.968525
CLGN,-0.050201,0.019274,0.565000,8065893.718951
CLIK,-0.004514,0.003828,3.835000,11681657.891050
CLIR,-0.002786,0.002276,0.560000,28899017.793997
CLLS,0.001720,0.001800,3.880000,362127568.806895
CLMB,-0.012150,0.001410,94.680000,387806343.556702
CLMT,0.010371,0.001761,26.960000,2546024078.261051
CLNE,0.002228,0.001574,2.260000,513468404.166090
CLNN,0.015636,0.002566,5.230000,64662908.224159
CLOV,-0.002522,0.000688,2.090000,1049334572.000000
CLPS,-0.001717,0.000830,1.030000,31456676.528189
CLPT,-0.001623,0.002593,12.570000,343295473.185192
CLRB,0.002843,0.002352,3.250000,11660368.500000
CLRO,-0.011941,0.004348,4.860000,10239119.258499
CLSK,-0.002584,0.006749,9.950000,2457785406.124206
CLST,0.003383,0.000178,16.500000,67505159.972305
CLWT,-0.002196,0.001043,1.210000,10054234.479519
CLYM,0.025168,0.004292,7.150000,494337161.000000
CMBM,-0.012912,0.002834,1.120000,35022322.189354
CMCO,-0.005071,0.001290,18.980000,479372633.650558
CMCSA,0.002596,0.000166,30.960000,113106488802.325058
CMCT,-0.017034,0.001385,2.140000,1875119.418063
CME,0.005348,0.000210,319.500000,114716819014.856171
CMMB,0.008341,0.005149,1.860000,12310234.000000
CMND,-0.035000,0.004080,1.130000,1830702.085767
CMPR,-0.005201,0.000435,73.050000,1768966909.207687
CMPS,0.006043,0.008668,6.900000,778726936.996161
CMPX,-0.007671,0.000540,5.650000,964012606.409801
CMRC,-0.006014,0.003355,2.780000,241352139.944963
CMTL,-0.004419,0.002613,5.020000,150587575.658401
CNCK,-0.001000,0.002181,2.410000,326225105.763021
CNDT,0.001198,0.004242,1.460000,213498659.382289
CNET,-0.006333,0.024650,0.820000,2530091.681390
CNEY,0.000093,0.000777,1.005000,4741951.216343
CNOB,-0.001047,0.000414,26.530000,1292528630.903343
CNSP,-0.029367,0.001847,3.110000,1891884.470422
CNTA,0.003823,0.000525,26.860000,3856621996.255531
CNTB,0.002255,0.004288,2.470000,148144314.781374
CNTX,-0.001931,0.002037,2.250000,266449622.062281
CNTY,0.006494,0.000381,1.680000,44489775.813061
CNVS,0.022108,0.005183,2.960000,60470515.878745
CNXC,-0.008905,0.003248,32.800000,2113017428.102417
CNXN,0.001361,0.000807,60.950000,1526578786.566925
COCH,0.019903,0.037215,0.724000,52233028.194279
COCO,0.003089,0.001659,58.060000,3010513899.830532
COCP,0.004836,0.002135,1.050000,14197587.585635
CODA,0.014136,0.003086,13.560000,168495094.100308
COEP,-0.007170,0.003447,12.035000,73583577.577736
COFS,-0.001838,0.000264,28.620000,419913348.812199
COGT,0.001561,0.000586,38.850000,6007049155.770035
COHU,0.002163,0.001219,30.200000,1312873100.000000
COIN,-0.000884,0.006066,175.850000,53874893090.404587
COKE,0.015575,0.000501,202.400000,13783098225.017670
COLA,-0.000416,0.000012,10.490000,83256166.043392
COLAU,-0.004955,0.001108,11.000000,84686130.187798
COLB,-0.001423,0.000560,28.450000,8109169841.928955
COLL,-0.006577,0.000450,41.670000,1183442188.505466
COLM,0.007125,0.001852,61.940000,3081905716.664867
COO,0.002128,0.000178,83.670000,14859053871.512253
COOT,0.002459,0.004705,0.613000,16044449.909270
CORT,-0.006308,0.001929,35.700000,3615653118.345261
CORZ,-0.001310,0.003374,16.970000,4780443001.684055
COSM,-0.007542,0.002485,0.393000,14393158.317114
COST,0.002470,0.000179,1010.790000,446310653300.494690
COYA,0.003210,0.001466,4.960000,101274370.232819
CPB,-0.000919,0.000556,26.950000,7539815329.000053
CPBI,0.000498,0.000056,17.770000,73802222.041645
CPHC,0.000354,0.000370,15.650000,79855619.981308
CPIX,0.014571,0.002151,4.920000,51013386.454022
CPOP,-0.012055,0.001438,0.327000,27105434.835728
CPRT,-0.001944,0.000677,38.090000,36368424092.464447
CPRX,-0.004137,0.000606,23.080000,3046998211.049652
CPSH,-0.010257,0.003024,4.480000,68680840.759754
CPSS,-0.004181,0.000612,8.100000,183794036.663425
CPZ,0.001146,0.000011,14.960000,284863139.433453
CRAC,0.000001,0.000003,9.980000,215193740.129471
CRAI,-0.004651,0.001267,172.660000,1137065898.086960
CRAN,-0.000111,0.000002,9.950000,465717014.312744
CRAQ,0.000110,0.000002,10.190000,397716352.562904
CRBP,0.002548,0.001336,8.570000,167631506.697976
CRBU,0.016334,0.003372,1.900000,184132037.534142
CRCT,-0.002824,0.000398,4.300000,868987612.509800
CRDF,0.008191,0.002527,1.940000,136046308.861979
CRDL,0.003861,0.001164,1.020000,109379474.875309
CRDO,-0.001565,0.004502,112.270000,21392504660.386200
CRE,-0.022839,0.004011,2.230000,9103094.641587
CREG,0.001139,0.001400,1.160000,23930492.103872
CRESY,-0.008564,0.000561,11.380000,737672558.851328
CREV,-0.156823,0.088537,0.011100,385.562990
CREX,0.005186,0.001528,3.500000,37605182.401582
CRGO,-0.021921,0.006221,1.320000,64107310.000000
CRIS,0.016419,0.002791,1.140000,14146986.777040
CRMD,-0.007237,0.000629,7.130000,516856130.691655
CRML,-0.007865,0.008565,10.150000,1091348723.355372
CRMT,-0.012526,0.001658,19.960000,155942365.271564
CRNC,-0.014295,0.006011,7.910000,322779651.374607
CRNT,-0.002470,0.000830,2.270000,206746924.413712
CRNX,-0.009605,0.001047,41.100000,4001837840.414124
CRON,0.003614,0.000371,2.670000,969239645.863976
CROX,0.003493,0.002544,90.710000,4524968941.400818
CRSP,0.009899,0.002245,60.140000,5642016522.190430
CRSR,0.010340,0.017008,5.490000,604775458.927691
CRTO,-0.003012,0.000879,17.870000,964724242.840622
CRUS,0.004744,0.000861,141.120000,6836031253.051254
CRVL,-0.014206,0.004335,51.580000,2746836441.803360
CRVO,-0.008783,0.004776,3.990000,42007343.907037
CRVS,-0.006868,0.001711,18.260000,1331067987.259340
CRWD,-0.008097,0.002150,371.980000,109443496988.149414
CRWS,-0.000811,0.000278,2.920000,30702647.465735
CRWV,-0.002845,0.007043,79.560000,39116455901.657440
CSAI,0.004599,0.011595,0.662000,15891031.290681
CSBR,-0.009445,0.000958,5.960000,82901363.306533
CSCO,-0.000215,0.001201,79.460000,301112913028.894897
CSGP,-0.016102,0.002535,44.630000,20521498764.177292
CSGS,0.000066,0.000006,79.900000,2287915266.795074
CSIQ,-0.003103,0.002420,17.710000,1121785120.500000
CSPI,-0.013050,0.001886,9.010000,86243333.009240
CSQ,-0.000602,0.000106,19.010000,2917123764.486626
CSTE,-0.027626,0.002474,1.370000,28009645.363963
CSTL,-0.014991,0.001892,29.570000,803336983.569862
CSWC,-0.002615,0.000156,21.870000,1327775763.040009
CSX,0.006141,0.000089,42.690000,75498003201.941498
CTAS,0.003084,0.000115,201.130000,80682774659.019684
CTBI,-0.002366,0.000321,60.040000,1074162633.319176
CTKB,-0.007440,0.000780,4.480000,560478610.123295
CTLP,-0.001765,0.000137,10.440000,773324818.186787
CTMX,-0.006206,0.001613,5.370000,852260072.398961
CTNM,0.004022,0.000908,15.340000,494608738.066512
CTNT,0.027296,0.002745,1.700000,5213345.093495
CTOR,0.002393,0.000785,1.120000,89157956.208142
CTRM,-0.001941,0.000642,2.180000,21257179.260737
CTRN,0.004185,0.000567,47.380000,392561038.040314
CTSH,-0.012887,0.001540,64.430000,31203095280.560074
CTSO,0.006525,0.001253,0.753000,50865205.727067
CTW,0.003093,0.008667,1.510000,107159059.232326
CTXR,0.000316,0.003836,0.740000,18773822.793242
CUB,0.000125,0.000000,10.704000,328440015.449841
CUE,-0.010213,0.001073,0.280000,27462558.749989
CUPR,-0.008450,0.000975,0.366000,7936500.102282
CURI,-0.004757,0.001158,3.299800,185972240.665867
CURR,0.022649,0.004783,2.090000,165480725.615613
CURX,0.022502,0.014106,0.450000,10772342.976346
CV,0.001762,0.003376,5.490000,238900443.032682
CVBF,-0.002342,0.000351,19.230000,2612651536.159517
CVCO,0.012194,0.000437,577.260000,4110367200.050537
CVGI,0.007715,0.002484,1.710000,61341406.363660
CVGW,0.003195,0.000131,26.840000,461687459.206316
CVKD,0.016618,0.006903,8.490000,18705016.000000
CVLT,-0.000957,0.001057,85.080000,3785500910.417343
CVRX,0.010023,0.005172,8.160000,206809234.532979
CVV,-0.013354,0.002536,3.550000,26847501.136085
CWBC,-0.003354,0.000208,23.230000,436351833.582333
CWCO,-0.000628,0.000214,37.850000,566438656.341858
CWD,0.003800,0.003226,1.220000,9356466.186705
CWST,-0.004963,0.000567,93.160000,6081538940.250000
CXAI,-0.021254,0.003443,0.183000,7024987.640488
CXDO,-0.011735,0.001375,5.840000,213273474.878445
CYCN,0.000046,0.002586,1.350000,5671255.916299
CYCU,-0.007685,0.003018,1.740000,6868626.620088
CYN,-0.002668,0.004758,1.530000,12440033.903702
CYPH,-0.007668,0.007396,0.624000,30744953.151989
CYRX,-0.007061,0.000647,8.420000,405057440.999908
CYTK,-0.002024,0.001093,62.220000,7631776644.306229
CZFS,-0.004500,0.000393,60.060000,294193299.667511
CZNC,-0.000471,0.000251,22.460000,397106344.558388
CZR,0.012859,0.004290,25.050000,5257820658.396601
CZWI,-0.003027,0.000264,17.410000,172619669.126781
DAAQ,0.000055,0.000002,10.240000,234147155.717812
DAIC,-0.022191,0.002583,0.240000,6748917.265865
DAIO,-0.006231,0.000379,2.770000,25639947.239137
DAKT,0.005293,0.000602,25.780000,1022729178.345020
DARE,-0.001741,0.000387,1.700000,20623637.674348
DASH,-0.008194,0.001698,176.470000,76715347908.763184
DAVE,0.007259,0.003654,193.270000,2990073811.713287
DAWN,-0.003721,0.001690,10.600000,2203339741.149012
DBGI,-0.041883,0.032155,2.870000,25547607.382919
DBVT,-0.000776,0.001664,20.990000,1258548415.335016
DBX,-0.001322,0.000309,24.990000,6696439368.161625
DCBO,-0.005846,0.001855,17.380000,545086709.495548
DCGO,-0.003193,0.002548,0.718000,65750151.018437
DCOM,-0.004791,0.000291,32.350000,1394890081.858521
DCOY,-0.000805,0.005350,8.172000,4580693.630997
DCTH,-0.005348,0.002030,8.900000,322061113.238666
DCX,-0.027124,0.004697,1.785000,3594122.750971
DDI,0.002260,0.000454,9.140000,439539007.129059
DDOG,-0.006300,0.003334,111.960000,45327180112.578552
DEFT,-0.006641,0.003793,0.679000,280295060.120665
DERM,-0.002469,0.000656,8.170000,266717850.983658
DEVS,-0.005554,0.005077,0.863000,3517149.519041
DFDV,-0.011347,0.011619,3.480000,115984067.420959
DFLI,0.001258,0.004509,2.550000,31646226.677701
DFSC,0.000507,0.002992,1.920000,4585339.704937
DFTX,-0.001876,0.001167,17.450000,1829460705.181818
DGICA,-0.003856,0.000311,17.620000,622540113.003412
DGICB,0.000926,0.002881,16.690000,701469992.896496
DGII,0.004839,0.000637,48.820000,1867770199.860992
DGNX,-0.022059,0.011074,0.634000,123738153.369725
DGXX,0.006735,0.003424,2.760000,178312116.135800
DH,-0.032047,0.001858,1.280000,129545741.036326
DHC,0.008516,0.000761,6.760000,1760408416.391413
DHIL,0.000345,0.000002,171.870000,467164135.185242
DIBS,-0.006544,0.001743,4.810000,201012762.139641
DIOD,0.008549,0.004771,68.230000,2890270100.620560
DJCO,-0.007789,0.001539,509.510000,723414291.305054
DJT,-0.006608,0.002333,10.710000,2875575860.162746
DKI,-0.037961,0.008070,0.436000,8577275.048941
DKNG,-0.006769,0.001961,23.840000,12523956250.485943
DLHC,0.003490,0.000516,6.000000,86523415.909240
DLO,-0.006187,0.001121,12.240000,3418839785.229641
DLPN,0.001966,0.002070,1.640000,19759547.802196
DLTH,-0.005379,0.001492,2.150000,80063101.011738
DLTR,0.004436,0.000431,126.480000,23629674184.469772
DLXY,0.006657,0.006650,0.970000,17330999.064445
DMAA,0.000107,0.000002,10.460000,350924496.160043
DMAC,-0.001057,0.001125,7.950000,405683247.823403
DMII,0.000057,0.000003,9.980000,651815472.483635
DMLP,0.004466,0.000165,25.990000,1293728615.538809
DMRC,-0.015842,0.002147,4.410000,112266049.600147
DNLI,-0.003365,0.001219,21.180000,3327734674.752436
DNMX,-0.000055,0.000003,9.920000,266221554.853590
DNTH,0.002970,0.001928,55.190000,3424565565.797043
DNUT,0.012217,0.004774,3.750000,586718113.088608
DOCU,-0.007098,0.001664,45.070000,9751279435.567245
DOGZ,0.004683,0.003934,1.430000,23071946.704345
DOMH,-0.013000,0.002501,3.030000,52074016.968837
DOMO,-0.023139,0.006893,3.590000,178479560.042757
DOO,-0.002945,0.000640,73.340000,4824107710.189568
DORM,-0.003628,0.000675,117.860000,3293124891.000000
DOX,-0.007777,0.000963,69.800000,7476585371.005096
DOYU,-0.009353,0.002150,5.280000,162606851.276195
DPRO,-0.006753,0.006129,6.550000,229148335.264038
DPZ,-0.000758,0.000342,402.510000,13982222753.609100
DRCT,-0.032407,0.008305,1.090000,2536054.037015
DRDB,-0.000424,0.000002,10.430000,320466664.300797
DRDBU,0.001672,0.000050,11.125000,280800343.879223
DRH,0.004863,0.000383,10.040000,1935985067.636490
DRIO,0.005708,0.001472,11.970000,64610431.115943
DRMA,-0.018347,0.024174,1.200000,4253153.937237
DRS,0.004997,0.002396,43.390000,12615707514.286663
DRTS,0.007401,0.002888,7.760000,572122422.912569
DRUG,0.004232,0.001463,83.820000,787474965.099586
DRVN,-0.016477,0.005506,11.000000,1703745642.019125
DSAC,0.000112,0.000001,10.000000,341384493.455887
DSGN,0.000390,0.000488,10.440000,590714153.571015
DSGR,0.001009,0.000193,29.900000,993526236.405415
DSGX,-0.004630,0.001160,66.250000,6213408013.667671
DSP,-0.010079,0.001614,10.130000,641358868.707263
DSWL,0.003918,0.000520,3.600000,52586287.940149
DSY,-0.023601,0.003730,3.130000,15633661.988730
DTCK,-0.042592,0.011969,1.980000,61006556.483656
DTCX,-0.003902,0.003173,1.860000,86722790.794728
DTI,-0.004606,0.002505,3.480000,132699396.158637
DTIL,0.003727,0.001571,4.200000,113377948.128264
DTSQ,0.000468,0.000031,11.070000,98978006.981373
DTSS,-0.007123,0.005874,0.913000,8640840.026114
DTST,-0.008762,0.000575,4.000000,29131120.758490
DUO,-0.009375,0.003654,1.170000,40090348.049495
DUOL,-0.013404,0.002669,101.000000,4714748136.251450
DUOT,-0.012051,0.003933,7.550000,156352771.522121
DVLT,0.009235,0.008334,0.710000,396622863.041055
DWSN,0.026986,0.004016,3.420000,121086426.860949
DWTX,-0.001058,0.000993,2.850000,98172338.004227
DXCM,0.000981,0.000638,73.430000,26809717704.115356
DXLG,-0.017803,0.003210,0.500000,26645002.964055
DXPE,0.002207,0.001199,138.470000,2158097603.670120
DXR,-0.001503,0.000237,11.860000,65847654.911455
DXST,-0.098035,0.086968,0.110000,12025053.280869
DYAI,-0.005127,0.000587,0.780000,28950239.631392
DYN,-0.009638,0.001004,15.620000,2912698142.773781
DYOR,-0.000167,0.000000,9.940000,228849995.613098
DYORU,0.000001,0.000003,10.160000,202000007.629395
EA,-0.000751,0.000062,200.570000,49868058458.709213
EBAY,-0.001208,0.001144,90.557300,41995321655.273438
EBC,-0.004235,0.000475,19.429100,4269547157.966152
EBMT,-0.001405,0.000210,21.700000,168704708.871296
EBON,-0.008468,0.003214,2.443000,15095463.462632
ECBK,-0.002282,0.000184,17.190000,151218543.798046
ECOR,0.009787,0.003505,7.580000,53092794.852432
ECPG,0.011551,0.000715,68.290000,1520887720.892334
ECX,-0.004650,0.004161,1.680000,581496219.538902
EDAP,-0.000004,0.003115,4.370000,156672842.479592
EDBL,-0.020567,0.004314,2.960000,1445718.085776
EDHL,-0.005398,0.024272,2.600000,5198702.929313
EDIT,0.006684,0.003435,2.200000,226475284.683251
EDRY,0.025540,0.002822,21.980000,56047704.565750
EDSA,0.047393,0.039942,2.200000,59605868.425400
EDTK,-0.008462,0.000845,0.869000,13938270.500000
EDUC,-0.000947,0.000557,1.360000,11329825.770207
EEFT,-0.001607,0.001114,69.550000,3047818835.872871
EEIQ,-0.019017,0.009794,2.390000,4068570.000000
EFOI,-0.010520,0.001220,1.750000,10388340.821588
EFSC,-0.001363,0.000375,57.100000,1999699422.120667
EFSI,-0.005201,0.000281,34.710000,185107594.420731
EGAN,-0.005246,0.000819,9.340000,264275951.053028
EGBN,-0.003616,0.000448,25.450000,758673461.377151
EGHA,-0.000810,0.000001,10.200000,208690006.256104
EGHT,0.018163,0.015439,2.140000,323218562.699497
EH,-0.000315,0.000764,12.270000,846541946.556026
EHGO,-0.003085,0.003008,0.210000,6245738.739591
EHLD,0.005077,0.000391,7.048000,20251462.011168
EHTH,-0.036859,0.008144,1.300000,46298773.276335
EJH,-0.003221,0.004383,0.690000,20072968.500704
EKSO,0.006813,0.005314,10.140000,42760572.000000
ELAB,-0.046851,0.016118,1.190000,2323841.681027
ELBM,-0.011214,0.001468,0.735000,68631374.144486
ELDN,0.008905,0.002494,2.620000,230927871.794137
ELE,0.009854,0.002885,23.630000,1478006946.372986
ELOG,0.004278,0.002508,1.280000,13939719.598889
ELPW,-0.101738,0.058419,0.108000,468089.188069
ELSE,0.000180,0.000383,4.300000,14757408.243372
ELTK,0.000288,0.000868,8.990000,61506575.710709
ELTX,0.028291,0.003726,12.990000,203306915.951443
ELUT,0.007933,0.002684,1.150000,49960384.617464
ELVA,-0.019322,0.004933,7.560000,383220596.263123
ELVN,0.003427,0.001090,29.690000,1764395707.242954
ELVR,0.015705,0.003000,59.430000,930173651.041351
ELWT,0.023646,0.002610,7.640000,45014614.062626
EM,-0.001887,0.000092,1.130000,286566395.320748
EMAT,0.012304,0.014617,7.970000,4847668344.279001
EMBC,-0.002344,0.000863,10.260000,546599225.311302
EMIS,-0.000055,0.000001,10.050000,158547124.659001
EML,-0.000576,0.000537,18.570000,115607777.869987
EMPD,-0.008596,0.007969,3.780000,154150618.996562
ENGN,0.001332,0.001527,10.110000,472275748.077227
ENGS,-0.002125,0.004035,0.875000,12028950.047816
ENLT,0.008527,0.002642,67.240000,10970804971.572372
ENLV,0.006362,0.001641,1.150000,275362529.756538
ENPH,0.012619,0.010883,42.270000,5356697824.356369
ENSC,0.007152,0.035240,0.623000,1954177.892968
ENSG,0.012610,0.001219,214.170000,12201940487.538452
ENTA,0.004929,0.000936,14.300000,403078698.123001
ENTG,0.006497,0.001654,132.450000,17823945443.725586
ENTX,0.006179,0.008558,1.390000,60990133.827979
ENVB,-0.009847,0.004109,2.350000,2745913.633148
ENVX,-0.012972,0.003129,5.270000,1107901944.432655
EOLS,-0.006909,0.000916,4.300000,346785838.218304
EOSE,-0.041619,0.013123,5.695000,2094309403.926779
EPOW,0.007725,0.007513,0.812000,28500854.487732
EPRX,0.002954,0.001967,8.180000,457317606.058845
EPSM,-0.021031,0.000719,1.315000,29563677.640775
EPSN,0.004099,0.000586,5.120000,166506421.371548
EQ,0.011117,0.001474,1.820000,123004430.498553
EQIX,0.010968,0.000837,974.260000,92842061377.797852
EQPT,-0.006367,0.001713,29.020000,7035921032.000000
ERAS,0.014599,0.000996,13.660000,4879088133.418797
ERIC,0.003341,0.000173,11.600000,38148953878.221725
ERIE,-0.002205,0.000651,269.440000,13368428100.031219
ERII,-0.015343,0.007252,10.430000,589049712.577825
ERNA,-0.064735,0.022802,0.290000,7665087.055357
ESCA,-0.001631,0.000243,14.400000,215062346.046858
ESEA,0.011250,0.000677,68.740000,463077450.650444
ESGL,-0.009459,0.000444,3.038000,136923706.008549
ESHA,-0.000343,0.000053,12.040000,46282237.320224
