Ticker,Expected Return,Expected Risk (Var),Cost (Latest Price),Market Cap,Grade
MLGO,-0.192308,0.004682,3.57,45199655.747627,D
MLKN,-0.008131,0.000557,20.14,1350426132.812851,B
MLTX,0.10893,0.001297,17.51,1301860903.887987,B
MLYS,-0.052154,0.001467,29.26,2104331442.115799,B
MMLP,-0.00167,0.000934,2.87,115603056.049833,D
MMSI,-0.054283,0.000414,77.18,4318324324.106232,B
MMTX,-0.0005,0.0,9.995,88236858.489704,D
MMTXU,0.012488,3.4e-05,10.216,77479584.651947,D
MMYT,-0.112526,0.001524,56.47,4959081760.931625,B
MNDO,0.008403,0.000449,1.2,25457907.5,D
MNDR,-0.07,0.002177,0.93,2442371.23857,D
MNDY,-0.356143,0.004324,72.64,4057099902.077423,B
MNKD,-0.454243,0.008236,3.28,804142097.808978,C
MNOV,-0.126506,0.001939,1.45,66940895.264116,D
MNPR,-0.163027,0.001397,54.805,384983668.318726,C
MNRO,0.170109,0.000903,21.53,551761325.606499,C
MNSB,-0.003685,0.000219,22.2,165749211.495544,D
MNST,0.051788,0.000139,85.3,73967050794.82907,A
MNTK,-0.094118,0.001429,1.54,219075186.293341,C
MNTS,-0.293564,0.005108,4.5,6911990.597089,D
MNY,0.178423,0.001073,1.42,61854004.231209,D
MOB,-0.14554,0.00496,5.46,68181676.318487,D
MOBX,-0.12234,0.01107,0.165,107200208.14792,D
MODD,-0.481092,0.012905,0.247,15463005.927104,D
MOLN,0.099125,0.000594,5.023,187182760.039993,C
MOMO,-0.028529,0.000256,6.47,989723904.523785,C
MORN,-0.076403,0.001484,183.14,7820716748.667297,A
MOVE,-0.23284,0.003555,11.4,15416055.0,D
MPAA,-0.210084,0.002644,10.34,205359157.5,C
MPB,-0.041578,0.00028,32.17,730299782.286114,C
MPLT,-0.03681,0.001093,17.27,839854851.215063,C
MPWR,-0.02598,0.000955,1142.74,50255571560.913086,A
MQ,-0.076923,0.000992,3.84,1769198968.565773,B
MRAM,-0.18429,0.002811,10.8,200223067.871441,C
MRBK,0.016216,0.000309,19.44,225640079.097748,C
MRCC,-0.088509,0.00053,5.87,91865280.880968,D
MRCY,-0.051763,0.003836,89.03,5186464387.549927,B
MREO,-0.143187,0.003513,0.371,62697889.207561,D
MRKR,-0.134503,0.003043,1.48,17855695.738302,D
MRM,-0.061644,0.000925,1.37,10272535.923206,D
MRNA,0.258989,0.000893,53.57,20742218729.26892,A
MRNO,-0.476159,0.017815,0.791,44813348.840897,D
MRTN,0.019505,0.000381,13.59,1021723155.315896,C
MRVI,0.05638,0.001074,3.56,1305517175.56425,B
MRVL,0.03852,0.000821,81.69,78234898677.72427,A
MRX,0.106415,0.000497,43.46,2598852241.935165,B
MSAI,-0.101911,0.002221,0.282,24040015.555264,D
MSBI,-0.034855,0.00038,22.13,457112003.888809,C
MSEX,0.046463,0.000306,54.0,1002221805.934891,C
MSFT,-0.070231,0.00045,392.74,3039545102688.674,A
MSGM,-0.044118,0.001672,3.9,23513228.711183,D
MSGY,-0.359618,0.002852,0.536,6472375.186533,D
MSS,0.043651,0.004861,0.263,5449605.189358,D
MSTR,-0.072549,0.007625,129.5,44565998691.827034,A
MSW,-0.042735,0.011705,1.12,15180749.443173,D
MTC,0.35443,0.007539,4.28,118126510.851205,D
MTCH,0.001902,0.001159,31.6,7193058527.203465,B
MTEK,-0.017241,0.002367,1.71,14611389.248083,D
MTEN,-0.263158,0.00314,1.54,1975031.874222,D
MTEX,-0.10719,0.000233,6.83,12736237.337426,D
MTLS,-0.068345,0.001676,5.18,327160308.153133,C
MTRX,-0.226056,0.001968,10.99,308287319.873013,C
MTSI,0.085579,0.000616,248.12,15565733482.646942,A
MTVA,-0.34632,0.002659,1.51,5138504.041921,D
MU,-0.058086,0.00175,412.37,416776065609.1733,A
MVBF,-0.076039,0.000332,27.0,322375329.901222,C
MVIS,-0.012658,0.003776,0.78,174076441.145629,C
MVST,-0.138462,0.001516,2.24,682620269.681637,C
MWYN,0.035897,0.002046,0.808,15832725.921926,D
MXCT,-0.066743,0.001692,0.811,83419077.161527,D
MXL,-0.011905,0.001344,17.43,1373500989.531064,B
MYFW,-0.012109,9.1e-05,25.29,234098342.201942,C
MYGN,-0.157221,0.001071,4.61,481567058.667634,C
MYNZ,-0.327434,0.006181,0.76,10387728.671128,D
MYPS,-0.133898,0.002768,0.511,63556399.886228,D
MYRG,0.048755,0.000839,269.96,4049907295.85614,B
MYSE,0.022222,0.002685,1.84,7803722.253005,D
MYSZ,-0.282552,0.001632,0.551,2351726.785506,D
MZTI,-0.055028,0.00049,163.3428,4462352267.76123,B
NAAS,-0.281967,0.003488,2.19,20778240.401762,D
NAGE,-0.170772,0.001034,5.05,403819058.773456,C
NAII,-0.319095,0.006029,2.71,16862604.057813,D
NAKA,-0.313725,0.005615,0.245,212108344.970669,C
NAMI,-0.332829,0.002236,0.441,38349635.466126,D
NAMM,-0.025641,0.018354,3.8,170694230.983355,C
NAMS,0.123218,0.000762,35.46,3433166171.095428,B
NATH,-0.006471,1e-05,100.58,410955541.465622,C
NATR,0.046899,0.000209,27.68,441946923.701599,C
NAUT,0.20398,0.005805,2.42,311973657.423619,C
NAVI,-0.119242,0.000331,8.6257,789244262.536915,C
NAVN,-0.097312,0.003878,9.74,2605789687.37978,B
NB,-0.13961,0.005904,5.3,680810377.387688,C
NBBK,-0.0322,0.000329,21.34,962559955.428314,C
NBIS,0.034369,0.005544,91.19,22602006482.71791,A
NBIX,-0.03909,0.000807,132.25,12859571004.245972,A
NBN,-0.069253,0.000393,110.88,908872569.173584,C
NBP,-0.043732,0.001244,3.28,403518612.0,C
NBTB,-0.059238,0.000326,42.35,2173269644.060326,B
NBTX,0.452504,0.003556,31.04,1644706501.717567,B
NCEL,0.054545,0.001708,2.9,12626709.743056,D
NCEW,0.202957,0.002835,8.95,27520001.220703,D
NCI,3.184615,0.339389,5.44,199732048.576638,C
NCMI,-0.032609,0.000912,3.56,333100641.925781,C
NCNA,-0.162791,0.002202,2.16,8989641.717216,D
NCNO,-0.228489,0.002098,16.14,1948003555.056152,B
NCPL,-0.265805,0.003698,0.511,3845471.074843,D
NCRA,-0.321117,0.002026,0.389,5059513.156585,D
NCSM,0.017365,0.000443,39.84,122853478.122864,D
NCT,-0.078341,0.003413,0.2,4755551.054118,D
NCTY,-0.091935,0.005159,5.63,87121645.061903,D
NDAQ,-0.095341,0.001106,87.58,50493126314.44398,A
NDLS,0.095149,0.005205,5.87,35054940.220528,D
NDRA,0.159218,0.001621,4.15,5030239.042948,D
NDSN,0.059694,0.000185,293.44,15219996674.034365,A
NECB,-0.00982,0.00016,24.2,315383594.430206,C
NEGG,-0.105253,0.004851,44.46,891704368.806152,C
NEO,-0.201462,0.001146,9.83,1163117415.511943,B
NEOG,0.09561,0.000205,11.23,2110001974.210212,B
NEON,-0.01087,0.001664,1.82,27859649.95981,D
NEOV,-0.382479,0.00544,2.89,145616499.908438,D
NEPH,-0.14442,0.002397,3.91,41125261.993873,D
NERV,0.410256,0.004443,6.6,260079147.894724,C
NESR,0.218385,0.002098,25.05,2102420490.295609,B
NEUP,0.027228,0.000743,4.15,23288667.325408,D
NEWT,-0.08631,0.00053,12.28,348958521.396074,C
NEXM,0.126027,0.002799,4.11,120668410.584658,D
NEXN,0.037037,0.000992,6.44,423344722.284788,C
NEXT,0.061024,0.001278,5.39,1488183882.655884,B
NFBK,-0.02329,0.000136,13.34,557129792.052658,C
NFE,-0.167939,0.001752,1.09,307317049.171682,C
NFLX,0.162881,0.001721,96.24,420031897021.8782,A
NGEN,-0.062201,0.001253,3.92,318434304.769141,C
NGNE,0.281506,0.003501,23.49,343408867.181778,C
NHIC,-0.004785,3e-06,10.4,286620493.48003,C
NHTC,-0.132486,0.001375,3.2,36726713.098783,D
NICE,0.062906,0.002134,116.25,7873301759.297203,A
NIPG,-0.176636,0.000867,0.881,98030553.426044,D
NISN,-0.377083,0.031064,0.598,3502801.431521,D
NITO,-0.203077,0.017742,0.9324,2441059.600351,D
NIU,0.183007,0.001245,3.62,293924172.952955,C
NIVF,-0.361538,0.010048,0.83,476739.494061,D
NIXX,-0.135303,0.00476,0.5445,13044751.425618,D
NKLR,-0.039216,0.003916,4.41,281906817.57061,C
NKSH,0.005086,0.000118,37.55,235694843.410835,C
NKTR,0.809549,0.017217,68.98,1978152049.313278,B
NKTX,0.25,0.001914,2.7,177573780.0,C
NMFC,-0.108392,0.000491,7.65,804436470.422733,C
NMIH,0.001784,0.000339,39.31,2943273033.49469,B
NMP,0.003968,4e-06,10.12,161305429.49239,D
NMRA,0.762626,0.005201,3.49,513214088.578681,C
NMRK,-0.163594,0.001952,14.52,3604495328.917751,B
NMTC,-0.197605,0.003581,0.67,42593413.519981,D
NN,0.087162,0.001726,16.09,2201758996.753357,B
NNBR,-0.006579,0.000947,1.51,68405978.399526,D
NNDM,0.0,0.002203,1.88,397419321.013556,C
NNE,-0.040419,0.002843,26.59,1226038434.443588,B
NNNN,0.044607,0.005665,25.76,1004669541.210938,C
NNOX,-0.128676,0.00171,2.37,176533811.517699,C
NODK,-0.017024,8.3e-05,13.28,270846922.587015,C
NOEM,0.0,6e-06,10.38,99404226.402998,D
NOMA,0.073826,0.002537,4.0,78598214.575313,D
NOTV,-0.470588,0.003958,0.27,12726749.934016,D
NOVT,0.000819,0.000721,134.43,4682424211.739288,B
NPAC,-0.000969,9e-06,10.31,396193302.28405,C
NPCE,-0.083595,0.000755,14.58,467307499.125875,C
NPT,0.008772,0.006291,5.75,454792500.0,C
NRC,-0.387671,0.00486,13.41,330571775.847248,C
NRDS,-0.121457,0.002234,10.85,811479646.864841,C
NRIM,-0.040442,0.000419,23.3355,508788772.430952,C
NRIX,-0.065535,0.000573,15.97,1552929520.431496,B
NRSN,-0.022581,0.003162,0.909,28921462.416527,D
NRXP,-0.134884,0.003398,1.86,54182979.519792,D
NSIT,-0.011943,0.001345,83.56,2634392638.764328,B
NSPR,0.092025,0.000511,1.78,69488432.833878,D
NSSC,0.136275,0.000468,46.61,1467943570.398056,B
NSTS,-0.021565,0.000174,12.25,59877522.25,D
NSYS,-0.013528,0.00094,9.48,25632441.468587,D
NTAP,0.016109,0.000819,99.03,20015978285.33423,A
NTCL,-0.258333,0.004907,0.267,6223744.888214,D
NTCT,0.020972,0.000572,29.21,2152166374.900246,B
NTES,-0.109312,0.000331,114.97,75783232459.62729,A
NTGR,-0.011979,0.000679,20.62,575723877.12175,C
NTHI,0.102481,0.003068,10.22,226763683.774413,C
NTIC,0.011364,0.000505,8.9,81915969.716273,D
NTLA,0.05513,0.002411,13.78,1587714808.669191,B
NTNX,-0.045387,0.001406,38.28,10770029468.037048,A
NTRA,-0.099784,0.001011,208.04,28081213254.54712,A
NTRB,-0.053305,0.001311,4.44,53082495.865522,D
NTRP,-0.074194,0.000816,2.87,39920550.639551,D
NTRS,-0.056259,0.00043,142.2923,25753874537.24826,A
NTSK,-0.234043,0.004168,10.8,4439892525.688365,B
NTWK,-0.095116,0.001585,3.52,44548276.404618,D
NTWO,0.0,1e-06,10.5,253221937.5,C
NUAI,-0.250409,0.005122,4.58,244568214.291073,C
NUKK,-0.287449,0.006951,1.76,42952381.404782,D
NUTX,-0.314977,0.005356,110.46,638452567.84729,C
NUVL,-0.028585,0.000391,101.95,7815316357.314056,A
NUWE,-0.607792,0.005588,1.51,1290810.902653,D
NVA,-0.064477,0.003095,7.69,260022057.78067,C
NVAX,0.166858,0.003316,10.14,1626100656.513844,B
NVCR,0.121411,0.00943,13.67,1483878919.499088,B
NVCT,0.059809,0.00045,8.86,237365650.930578,C
NVDA,-0.045364,0.000901,177.19,4321915278015.1367,A
NVEC,0.020457,0.00036,68.84,323993461.898048,C
NVMI,-0.033667,0.001193,438.86,13073289445.986694,A
NVNI,-0.260606,0.005525,1.22,12841868.512962,D
NVNO,-0.09991,0.005818,10.0,7514555.901974,D
NVTS,0.044084,0.006323,9.0,1892500628.979774,B
NVVE,-0.410112,0.010989,1.05,1369926.280536,D
NVX,0.009564,0.001385,0.95,193088964.0397,C
NWBI,-0.045245,0.00024,12.45,1794205758.904964,B
NWE,0.033993,0.000126,69.96,4283234763.656685,B
NWFL,-0.0757,0.000441,29.06,270358330.63813,C
NWGL,-0.071429,0.001515,1.3,21022520.504273,D
NWL,0.064527,0.00054,4.55,1777407904.052734,B
NWPX,0.128727,0.001084,77.6,723895027.425797,C
NWS,-0.132772,0.000857,26.78,15306771537.093489,A
NWSA,-0.092641,0.0009,24.29,14112111359.646091,A
NWTG,0.051282,0.001657,1.64,7508891.743954,D
NXGL,-0.154412,0.001948,1.15,9364603.905853,D
NXL,-0.179756,0.0078,0.47,8225505.370265,D
NXPI,-0.017613,0.000669,227.01,50978255938.383255,A
NXPL,-0.164179,0.001932,0.56,11574194.217284,D
NXST,0.209871,0.000753,251.02,7513761256.75,B
NXT,-0.09083,0.001628,105.1,15253517123.99376,A
NXTC,0.163769,0.001631,12.72,43434645.393559,D
NXTT,-0.147806,0.007161,3.69,16014783.540309,D
NXXT,-0.22196,0.004829,0.659,76775390.97056,D
NYAX,-0.086509,0.00065,51.15,2111677650.0,B
NYXH,-0.137421,0.002325,4.08,166833778.305415,D
OABI,-0.039106,0.000687,1.72,272075703.940701,C
OACC,0.000935,1.8e-05,10.7,262298147.105516,C
OAKU,0.010735,7.2e-05,12.24,37743336.734219,D
OBA,0.00099,2e-06,10.11,320044996.380806,C
OBIO,0.089552,0.001335,4.38,243927647.612813,C
OBT,0.042701,0.000336,33.0289,420517628.162384,C
OCC,0.129817,0.006274,5.57,53666187.891903,D
OCCI,-0.310345,0.001567,2.98,80714370.567301,D
OCFC,-0.049974,0.000328,18.06,1036106345.005737,C
OCG,-0.619883,0.005041,0.65,3808770.873205,D
OCGN,0.272727,0.00158,1.82,526985386.612352,C
OCS,0.01309,0.000667,29.41,1563260395.393661,B
OCSL,-0.073529,0.00034,11.34,1009460108.400196,C
OCUL,-0.022951,0.00514,8.94,2235694669.981388,B
ODD,-0.642575,0.015061,11.77,815057583.76769,C
ODFL,0.090904,0.00121,202.7668,40558824468.07712,A
ODYS,-0.192496,0.001112,4.95,94218207.263895,D
OESX,-0.254692,0.001717,11.12,43851976.423164,D
OFAL,0.22,0.004941,0.488,6187270.818912,D
OFIX,0.005948,0.000523,13.53,506622285.545838,C
OFLX,0.011258,0.00039,35.93,301921169.479729,C
OFS,-0.070796,0.000948,4.2,52520470.702192,D
OGI,-0.05298,0.002275,1.43,199042093.413905,C
OKTA,-0.177352,0.001639,72.5,14306023655.465485,A
OKUR,0.026515,0.001899,2.71,41322009.353971,D
OKYO,-0.181818,0.003804,1.71,85274526.965335,D
OLB,0.262722,0.395345,0.6551,10175706.391888,D
OLED,-0.096919,0.001709,106.69,4613024071.345032,B
OLLI,-0.026806,0.000294,107.1,6680341124.776749,B
OLMA,-0.05653,0.000886,24.2,1727446279.492832,B
OLOX,-0.262295,0.006846,0.9,7603567.377908,D
OLPX,0.018987,0.000991,1.61,897803531.322669,C
OM,-0.297787,0.003816,3.49,58230971.902433,D
OMAB,0.038776,0.000506,122.16,5352308084.05925,B
OMCL,-0.156057,0.002617,41.1,1876503378.735146,B
OMDA,-0.17362,0.002516,12.28,813608071.395083,C
OMER,0.028157,0.000842,12.05,818191294.155362,C
OMEX,-0.222222,0.003571,1.47,83607736.5,D
OMH,0.087719,0.002962,1.24,28740295.482361,D
OMSE,-0.004405,0.000154,4.52,195264034.351776,C
ON,0.080449,0.000716,66.48,22883259917.523487,A
ONB,-0.072663,0.000476,22.9577,8718145421.304703,A
ONC,-0.081188,0.000745,316.99,33321319255.838013,A
ONCH,-0.000978,2e-06,10.21,219294176.633995,C
ONCO,-0.525532,0.024338,0.669,758847.816527,D
ONCY,0.164948,0.007244,1.13,114062752.402714,D
ONDS,-0.052632,0.006458,10.08,4424404826.990702,B
ONEG,-0.704819,0.010555,1.47,29440000.534058,D
ONEW,-0.157291,0.001557,11.385,163808552.136227,D
ONFO,-0.251908,0.003012,0.49,3048871.688168,D
ONMD,0.317829,0.016356,1.02,34786807.285904,D
OPAL,-0.114407,0.00236,2.09,367597833.836493,C
OPBK,-0.078621,0.000277,13.36,195499661.903973,C
OPCH,-0.062121,0.000643,32.46,4736584001.100689,B
OPEN,0.124481,0.002603,5.42,4791627405.0,B
OPK,-0.0625,0.000323,1.2,905887471.312465,C
OPRA,0.137589,0.00455,16.04,1370718788.110198,B
OPRT,-0.083186,0.00173,5.18,227264457.208471,C
OPRX,-0.305861,0.003073,7.58,125637990.213493,D
OPTX,-0.043219,0.008895,6.42,235920239.210618,C
OPXS,-0.154148,0.004165,12.95,90393772.887526,D
ORBS,-0.198473,0.002788,1.05,203766558.819992,C
ORGN,-0.172973,0.003832,0.153,24368980.795143,D
ORGO,-0.241135,0.001997,3.21,358907467.182748,C
ORIC,0.205197,0.002354,13.45,1535621211.492743,B
ORIO,-0.02521,0.000994,1.16,27632402.653259,D
ORIQ,0.001961,2e-06,10.22,88147512.523124,D
ORIQU,0.005871,2e-06,10.28,145770396.213531,D
ORIS,-0.233083,0.003542,1.02,32873562.74575,D
ORKA,0.003207,0.00086,34.41,1596052438.133301,B
ORKT,-0.144828,0.010965,1.24,6190134.665847,D
ORLY,-0.042139,0.000403,93.88,79852245815.19937,A
ORMP,0.005882,0.001583,3.42,131100688.339911,D
ORRF,-0.033195,0.000428,35.94,687238928.910309,C
OS,0.000849,1.7e-05,23.59,5823936346.442423,B
OSBC,-0.030138,0.000354,19.63,1030105217.100105,C
OSIS,0.128522,0.000491,285.2,4537846141.995056,B
OSPN,-0.073826,0.001069,11.04,414115393.415577,C
OSRH,-0.26297,0.003287,0.412,13170140.537802,D
OSS,-0.135602,0.008149,8.255,206175275.569233,C
OSUR,0.078767,0.001125,3.15,233306992.714932,C
OSW,0.066898,0.000589,21.53,2081867648.218349,B
OTEX,0.000809,0.001526,24.5061,6502974961.885063,B
OTGA,-0.002481,1e-06,10.05,346630998.682976,C
OTLK,-0.043182,0.004923,0.421,34389817.03629,D
OTLY,-0.025368,0.003476,11.91,338166747.617722,C
OTTR,-0.027812,0.000115,85.1,3777495429.409599,B
OUST,-0.06788,0.003009,18.95,1216305816.598209,B
OVBC,0.026981,0.000103,42.63,199181158.809265,C
OVID,0.07947,0.001936,1.63,136015593.763031,D
OVLY,-0.009595,0.000137,32.0,271862241.330059,C
OWLS,0.013289,0.001177,6.1,524079573.858967,C
OXBR,0.009434,0.001668,1.07,7215554.661699,D
OXLC,-0.234754,0.00074,8.39,819599784.211449,C
OXSQ,-0.009402,0.000654,1.77,151088406.74715,D
OYSE,-0.003137,3e-06,10.168,347281922.477644,C
OZK,-0.038811,0.000411,46.56,5044572273.571205,B
PAA,0.089063,0.000157,20.91,15578139506.812204,A
PACB,-0.184466,0.002796,1.68,416757641.51996,C
PACH,0.001582,1e-06,10.13,321626252.412796,C
PAGP,0.096304,0.000124,22.54,5545410056.234779,B
PAHC,0.302553,0.003066,54.4647,1942423516.498718,B
PAL,-0.27836,0.004968,7.57,182596279.84728,C
PALI,0.099379,0.002185,1.77,243201231.588544,C
PAMT,-0.160535,0.002593,10.04,204447234.749172,C
PANL,0.068266,0.001024,9.35,545422353.560967,C
PANW,-0.151066,0.001071,148.92,134680802490.23436,A
PARK,0.0927,0.002536,18.86,83469997.406006,D
PASG,-0.244408,0.003048,9.12,26701162.787418,D
PASW,-0.313364,0.007735,0.149,18433400.23756,D
PATK,-0.019755,0.00057,123.79,3853704712.329529,B
PAVM,0.078075,0.001454,10.08,9599789.770288,D
PAVS,-0.183544,0.00277,1.29,4326309.201456,D
PAX,-0.112308,0.000519,13.12,1908838610.022697,B
PAYO,-0.291803,0.003341,4.32,1675269365.514407,B
PAYS,-0.146635,0.001561,3.55,209162971.775351,C
PAYX,-0.086074,0.00062,93.65,36201866784.75913,A
PBFS,-0.008433,0.000318,14.11,355065046.012153,C
PBHC,-0.040205,0.001274,13.13,83877335.2356,D
PBM,-0.331579,0.006815,2.54,2879341.46906,D
PBYI,-0.164223,0.004329,5.7,307802756.05392,C
PCAP,-0.004897,3e-06,10.16,386885992.765427,C
PCAR,0.014512,0.000273,126.09,63333467930.98025,A
PCB,-0.01668,0.000267,22.36,313736588.0,C
PCLA,-0.310161,0.002351,4.277,11464501.760386,D
PCRX,0.032516,0.000422,21.91,946468050.0,C
PCSA,-0.173333,0.004173,2.17,6412123.267136,D
PCSC,-0.086331,0.000529,12.7,127497605.066299,D
PCT,-0.328009,0.00435,6.31,1097407918.096085,B
PCTY,-0.214502,0.001522,106.49,6531231037.820251,B
PCVX,0.07561,0.000735,61.74,8609279466.210304,A
PCYO,-0.087219,0.000602,10.57,245844622.187033,C
PDC,0.108647,0.004826,5.0,15191843.638185,D
PDD,0.002707,0.000308,103.73,144761351463.10687,A
PDEX,0.106091,0.000772,44.31,147736209.436455,D
PDFS,0.081652,0.001678,33.78,1247781404.910776,B
PDLB,-0.041298,0.000166,16.25,375662930.232815,C
PDSB,-0.182809,0.001388,0.675,36827439.083715,D
PDYN,0.030792,0.007249,7.03,381371366.251296,C
PEBK,0.033259,0.000275,38.0008,198880866.519325,C
PEBO,-0.009819,0.000268,32.27,1148634949.738369,B
PECO,0.086659,9e-05,39.28,5361838103.187561,B
PEGA,0.003672,0.002914,43.73,8017704553.794056,A
PELI,-0.01534,1.1e-05,10.27,123347146.795988,D
PENG,0.049495,0.001149,20.78,959748497.110065,C
PENN,0.24127,0.003901,15.64,2137509077.726741,B
PEP,0.093686,0.000308,168.237,217995025795.19183,A
PEPG,0.224409,0.006305,6.22,390833649.506195,C
PERI,-0.020619,0.000648,8.55,370711310.149713,C
PESI,-0.133968,0.00102,13.64,246099727.273607,C
PETS,-0.107492,0.001106,2.74,55855289.704999,D
PETZ,-0.071429,0.002244,1.105,11562061.329225,D
PFAI,-0.004425,0.001126,2.25,24101999.330521,D
PFBC,0.002056,0.000219,87.72,1082276762.625916,B
PFG,-0.006042,0.000407,95.42,20268954516.756683,A
PFIS,0.006174,0.0003,53.6,526315371.174946,C
PFSA,-0.844195,0.015148,1.04,1209842.840554,D
PFX,0.107185,0.000966,47.0,80050298.344193,D
PGAC,0.001921,3e-06,10.43,115216472.897053,D
PGC,0.016022,0.000413,33.49,596094758.445705,C
PGEN,-0.215321,0.002082,3.79,1174697313.059666,B
PGNY,-0.26931,0.002718,17.69,1499629824.179489,B
PGY,-0.432843,0.006413,11.19,923749332.19883,C
PHAR,-0.039764,0.00066,16.3,1075686613.325798,B
PHAT,-0.090514,0.002278,12.56,840782263.051865,C
PHIO,0.155015,0.017347,1.14,12806321.911502,D
PHOE,-0.04375,0.017605,16.83,352079983.520508,C
PHUN,0.053254,0.001797,1.78,34116583.785128,D
PHVS,0.034998,0.000682,28.39,1683099443.227974,B
PI,-0.171384,0.005212,122.66,2850545700.617935,B
PIII,0.394737,0.0113,2.12,453013634.854686,C
PKBK,-0.014154,0.000149,27.86,322954592.931608,C
PKOH,0.089229,0.000625,25.74,368603659.327908,C
PLAB,0.036842,0.00288,37.43,1937320212.537254,B
PLAY,-0.266932,0.001981,14.72,484483311.31063,C
PLBC,-0.031948,0.000167,50.3,349550566.814423,C
PLBL,-0.136842,0.002847,8.2,2982394131.589155,B
PLBY,0.264901,0.012454,1.91,182109964.845926,C
PLCE,-0.029126,0.001166,4.0,83572944.877181,D
PLMK,-0.002846,2e-06,10.51,255035056.097507,C
PLMR,-0.004106,0.000548,123.71,3398138325.254936,B
PLPC,-0.024686,0.001106,253.65,1160886590.891785,B
PLRX,0.092437,0.001528,1.3,81727684.687122,D
PLRZ,-0.173942,0.003569,12.49,13656385.112369,D
PLSE,0.366156,0.02013,18.73,1230611917.05394,B
PLSM,-0.277325,0.001264,4.43,27637087.0,D
PLTK,-0.139276,0.002122,3.09,1054549359.827158,B
PLTR,-0.071535,0.002069,137.19,375875763499.338,A
PLUG,-0.139423,0.002432,1.79,2964183228.980015,B
PLUR,0.087613,0.002059,3.6,32966436.752446,D
PLUS,-0.070457,0.000372,80.66,2062232406.0,B
PLUT,0.019048,0.000391,3.21,49580500.292778,D
PLXS,-0.05284,0.000398,194.13,4979603865.908386,B
PMAX,-0.275168,0.002129,2.16,11417183.667045,D
PMCB,-0.157387,0.002601,0.6901,7631022.692623,D
PMEC,-0.253684,0.002646,0.709,26931008.635406,D
PMN,0.67331,0.005353,23.51,50367188.778908,D
PMTR,0.003861,6e-06,10.4,318273281.620502,C
PMTS,-0.083333,0.000858,12.265,176734594.972801,C
PMVP,0.603774,0.006659,1.7,87266872.358803,D
PN,-0.156627,0.003141,0.49,14174999.35627,D
PNBK,-0.21875,0.002008,1.25,142588863.41664,D
PNRG,0.135274,0.001829,198.9,345533438.919067,C
PNTG,0.194543,0.001297,33.71,1166760546.590828,B
POCI,-0.175337,0.001688,4.28,33582995.413742,D
PODC,-0.022556,0.003052,2.6,63283065.877848,D
PODD,-0.039007,0.000624,246.61,16684519547.784058,A
POET,0.027397,0.003191,6.0,959026261.280081,C
POLA,0.061224,0.003673,1.56,3855830.553217,D
POLE,-0.000943,1e-06,10.59,313396196.622849,C
POM,-0.004115,0.003365,0.242,29917833.276417,D
PONY,0.074157,0.000966,14.34,5443147719.386524,B
POOL,-0.10418,0.001622,227.18,7973365725.942627,A
POWI,0.034685,0.000678,47.92,2556514316.223145,B
POWL,0.189599,0.00247,523.6,5872615098.839386,B
POWW,0.245614,0.000904,2.13,239268988.40579,C
PPBT,-0.270627,0.002206,4.42,4959381.94905,D
PPC,-0.012131,0.000432,43.16,9680058506.0,A
PPCB,-0.156837,0.005958,0.193,2680218.316219,D
PPHC,-0.060163,0.000135,11.56,357263387.5,C
PPIH,0.088433,0.000883,32.37,231408776.375053,C
PPSI,-0.133803,0.002196,3.69,36836282.379311,D
PPTA,0.345747,0.002894,36.86,4006410037.994385,B
PRAA,0.223776,0.005103,15.75,708130275.56679,C
PRAX,0.089418,0.000469,336.75,8653532083.446808,A
PRCH,0.043202,0.004249,8.21,830090594.021802,C
PRCT,-0.221345,0.001924,22.69,1365770508.399925,B
PRDO,0.021752,0.000464,33.2,2213336423.755169,B
PRE,-0.1288,0.003667,16.91,299546183.560921,C
PRFX,-0.117385,0.004423,2.97,2051638.070385,D
PRGS,0.021713,0.002385,41.88,1694420129.788937,B
PRHI,-0.001389,0.002235,0.719,20847190.832642,D
PRLD,0.359606,0.007833,2.76,203054823.29906,C
PRME,0.215789,0.003469,4.62,723847779.895611,C
PROF,-0.01933,0.001669,7.61,192715679.243299,C
PROK,0.098039,0.001826,2.24,691919059.655099,C
PROP,-0.016667,0.001836,1.77,95434577.422086,D
PROV,-8.1e-05,7.9e-05,16.0,103084073.886375,D
PRPL,0.034226,0.001484,0.695,76638080.672541,D
PRPO,-0.027071,0.002295,24.08,46487754.433071,D
PRQR,0.025806,0.00092,1.59,187514438.74605,C
PRSO,-0.044944,0.000425,0.85,19110440.162644,D
PRTA,-0.026936,0.000599,8.67,516258315.184261,C
PRTC,-0.102729,0.000426,16.77,406029168.760971,C
PRTH,-0.056122,0.000664,5.55,460118202.790543,C
PRTS,0.42,0.001702,0.71,49482325.5,D
PRVA,0.014524,0.001222,23.75,2878226541.650005,B
PRZO,0.070796,0.003423,1.21,27103184.034197,D
PSEC,0.001252,0.001188,2.72,1317197187.772763,B
PSHG,0.126829,0.002007,2.31,28469641.345751,D
PSIG,-0.03882,0.00263,6.19,54842936.231308,D
PSIX,0.158917,0.005935,83.5,1201584534.657669,B
PSKY,0.208408,0.003686,13.51,13226972844.865095,A
PSMT,0.082659,0.000217,154.62,4473302930.452881,B
PSNL,-0.031016,0.003617,9.06,696226101.870468,C
PSNY,0.602202,0.01105,23.28,1515367794.329605,B
