N,method,HV_mean,IGD_mean,ND_size_mean,HV_ci_low,HV_ci_high,IGD_ci_low,IGD_ci_high,ND_size_ci_low,ND_size_ci_high
884,NSGA2,16.434150537229655,0.015121647,299.03333333333336,16.346509764977743,16.521791309481568,0.013352620306711029,0.016890674006838965,298.6882610492738,299.3784056173929
884,RANDOM,3.495500494639569,1.0188977,40.766666666666666,3.4354680933513753,3.555532895927763,1.0133926013259449,1.0244027039261303,38.85991960622828,42.67341372710505
1768,NSGA2,28.114480902280082,0.046023466,298.93333333333334,27.90141111084437,28.327550693715793,0.04025590033812959,0.051791031047864367,298.5701801775445,299.2964864891222
1768,RANDOM,4.665293957614194,1.4607354,37.8,4.588591159497529,4.7419967557308595,1.4548085807418272,1.4666622997665957,36.321874563983926,39.27812543601607
2653,NSGA2,38.16399883479099,0.080054134,295.1333333333333,37.65023380732727,38.67776386225471,0.07001396109581785,0.09009430716513796,292.06115713308634,298.2055095335803
2653,RANDOM,5.8728362040117075,1.7337925,34.233333333333334,5.791547230212137,5.954125177811278,1.7282657612732069,1.739319325549303,32.55309286523023,35.91357380143644
