N,method,HV_mean,IGD_mean,ND_size_mean,HV_ci_low,HV_ci_high,IGD_ci_low,IGD_ci_high,ND_size_ci_low,ND_size_ci_high
884,NSGA2,2.0059721695796635,0.0053109443,235.25,1.9885588026015684,2.023385536557759,0.002165079712867737,0.008456808850169181,231.14061642903303,239.35938357096697
884,RANDOM,0.390726292431566,0.7995565,25.0,0.35124628459995005,0.4302063002631819,0.7718474081903696,0.827265579327941,20.690970720297514,29.309029279702486
1768,NSGA2,6.2178473452346985,0.020475868,251.0,6.0866149255971145,6.3490797648722825,0.009407220743596553,0.031544515527784825,245.22991623399915,256.7700837660009
1768,RANDOM,0.8836944492293242,1.337589,25.0,0.8478359287286452,0.9195529697300031,1.3268983246572317,1.3482797263376414,20.544860645651287,29.455139354348713
2653,NSGA2,12.59975276471829,0.019161433,261.5,12.218653823544347,12.980851705892231,0.0077476887963712215,0.030575177166610956,257.15398266608764,265.84601733391236
2653,RANDOM,1.4101796735693028,1.5119038,23.5,1.3643988305992651,1.4559605165393406,1.4954489962384105,1.528358529396355,18.407770625747503,28.592229374252497
